# Every straight sloper off the roof point on NEC-2 (tools/nec_roof_sloper_scan.py).
# Roof feed ENU (-10.7, -10.5), cells workable >= 1.02 dBi. brg in degrees true.
roof_ft,dir,brg_true,brg_mag,run_m,end_ft,slope_deg,cells3,regions3,dBi3,worst3,cells2,dBi2,cells3_thr_minus2,cells3_thr_plus2,nbr_mean3,on_lot,setback_ok
25,down,281.00,265.70,39.30,9.0,7.1,28,14,0.65,-12.0,17,-0.00,37,16,,1,1
25,down,281.00,265.70,39.35,10.4,6.4,29,14,0.70,-12.7,18,0.05,37,16,,1,1
25,down,281.00,265.70,39.40,12.0,5.8,28,14,0.77,-13.7,17,0.11,37,19,,1,1
25,down,281.00,265.70,39.45,13.7,5.0,28,14,0.88,-15.0,17,0.19,37,19,,1,1
25,down,281.00,265.70,39.50,15.8,4.1,28,14,1.03,-16.8,17,0.29,38,19,,1,1
25,down,281.00,265.70,39.51,16.2,3.9,28,14,1.07,-17.2,17,0.32,38,20,,1,1
25,down,281.00,265.70,39.52,16.7,3.6,28,14,1.12,-17.7,17,0.35,38,20,,1,1
25,down,281.00,265.70,39.53,17.3,3.4,29,14,1.17,-18.2,18,0.37,38,20,,1,1
25,down,281.00,265.70,39.54,17.9,3.2,28,14,1.22,-18.8,17,0.41,38,20,,1,1
25,down,281.00,265.70,39.55,18.5,2.9,28,14,1.28,-19.7,17,0.44,38,20,,1,1
25,down,281.00,265.70,39.56,19.2,2.6,29,15,1.35,-20.9,17,0.48,38,21,,1,1
25,down,281.00,265.70,39.57,19.9,2.2,30,15,1.43,-22.4,18,0.53,39,22,,1,1
25,down,281.00,265.70,39.58,20.9,1.8,30,15,1.52,-24.5,18,0.59,39,22,,1,1
25,down,281.00,265.70,39.59,22.1,1.3,30,15,1.65,-27.9,18,0.67,40,24,,1,1
25,down,281.00,265.70,39.60,25.0,0.0,32,16,1.94,-31.2,19,0.87,41,24,,1,1
25,down,281.25,265.95,39.50,15.8,4.1,28,14,1.03,-17.0,17,0.28,38,20,,1,1
25,down,281.25,265.95,39.51,16.2,3.9,28,14,1.07,-17.4,17,0.31,38,20,,1,1
25,down,281.25,265.95,39.52,16.7,3.6,29,14,1.12,-17.9,18,0.34,38,20,,1,1
25,down,281.25,265.95,39.53,17.3,3.4,29,14,1.17,-18.5,18,0.36,38,20,,1,1
25,down,281.25,265.95,39.54,17.9,3.2,29,14,1.22,-19.2,18,0.40,38,20,,1,1
25,down,281.25,265.95,39.55,18.5,2.9,28,14,1.28,-19.9,17,0.43,38,20,,1,1
25,down,281.25,265.95,39.56,19.2,2.6,28,14,1.35,-20.8,17,0.47,38,21,,1,1
25,down,281.25,265.95,39.57,19.9,2.2,30,15,1.43,-21.9,18,0.52,39,22,,1,1
25,down,281.25,265.95,39.58,20.9,1.8,30,15,1.52,-23.4,18,0.58,39,23,,1,1
25,down,281.25,265.95,39.59,22.1,1.3,30,15,1.65,-25.7,18,0.66,39,24,,1,1
25,down,281.25,265.95,39.60,25.0,0.0,31,16,1.94,-32.6,18,0.86,41,24,,1,1
25,down,281.50,266.20,39.50,15.8,4.1,28,14,1.03,-17.2,17,0.27,38,20,,1,1
25,down,281.50,266.20,39.51,16.2,3.9,28,14,1.07,-17.7,17,0.30,38,20,,1,1
25,down,281.50,266.20,39.52,16.7,3.6,29,14,1.12,-18.2,18,0.33,38,20,,1,1
25,down,281.50,266.20,39.53,17.3,3.4,29,14,1.17,-18.8,18,0.35,38,20,,1,1
25,down,281.50,266.20,39.54,17.9,3.2,29,14,1.22,-19.4,18,0.39,38,20,,1,1
25,down,281.50,266.20,39.55,18.5,2.9,28,14,1.28,-20.2,17,0.42,38,20,,1,1
25,down,281.50,266.20,39.56,19.2,2.6,29,14,1.35,-21.2,18,0.46,38,22,,1,1
25,down,281.50,266.20,39.57,19.9,2.2,30,15,1.43,-22.4,18,0.51,39,22,,1,1
25,down,281.50,266.20,39.58,20.9,1.8,30,15,1.52,-24.0,18,0.57,39,24,,1,1
25,down,281.50,266.20,39.59,22.1,1.3,30,15,1.65,-26.7,18,0.65,39,24,,1,1
25,down,281.50,266.20,39.60,25.0,0.0,31,16,1.94,-37.3,18,0.85,42,24,,1,1
25,down,281.75,266.45,39.50,15.8,4.1,28,14,1.04,-17.4,17,0.26,38,20,,1,1
25,down,281.75,266.45,39.51,16.2,3.9,28,14,1.08,-17.8,17,0.29,38,20,,1,1
25,down,281.75,266.45,39.52,16.7,3.6,29,14,1.12,-18.4,18,0.31,38,20,,1,1
25,down,281.75,266.45,39.53,17.3,3.4,29,14,1.17,-19.0,18,0.34,38,20,,1,1
25,down,281.75,266.45,39.54,17.9,3.2,29,14,1.22,-19.7,18,0.38,38,20,,1,1
25,down,281.75,266.45,39.55,18.5,2.9,30,14,1.28,-20.5,19,0.41,38,21,,1,1
25,down,281.75,266.45,39.56,19.2,2.6,29,14,1.35,-21.5,18,0.45,39,21,,1,1
25,down,281.75,266.45,39.57,19.9,2.2,29,14,1.43,-22.8,18,0.50,39,22,,1,1
25,down,281.75,266.45,39.58,20.9,1.8,30,15,1.52,-24.5,18,0.56,39,24,,1,1
25,down,281.75,266.45,39.59,22.1,1.3,30,15,1.65,-27.4,18,0.64,39,24,,1,1
25,down,281.75,266.45,39.60,25.0,0.0,31,16,1.94,-47.3,18,0.84,41,24,,1,1
25,down,282.00,266.70,39.30,9.0,7.1,28,14,0.66,-12.6,17,-0.03,37,17,,1,1
25,down,282.00,266.70,39.35,10.4,6.4,27,14,0.71,-13.3,16,0.02,36,17,,1,1
25,down,282.00,266.70,39.40,12.0,5.8,27,14,0.78,-14.2,16,0.08,36,18,,1,1
25,down,282.00,266.70,39.45,13.7,5.0,28,14,0.88,-15.6,17,0.16,37,19,,1,1
25,down,282.00,266.70,39.50,15.8,4.1,28,14,1.04,-17.5,17,0.25,38,19,,1,1
25,down,282.00,266.70,39.51,16.2,3.9,29,14,1.08,-18.0,18,0.28,38,19,,1,1
25,down,282.00,266.70,39.52,16.7,3.6,29,14,1.12,-18.5,18,0.30,38,19,,1,1
25,down,282.00,266.70,39.53,17.3,3.4,29,14,1.17,-19.2,18,0.33,38,21,,1,1
25,down,282.00,266.70,39.54,17.9,3.2,30,14,1.22,-19.9,19,0.36,38,21,,1,1
25,down,282.00,266.70,39.55,18.5,2.9,30,14,1.28,-20.7,19,0.40,38,21,,1,1
25,down,282.00,266.70,39.56,19.2,2.6,30,14,1.35,-21.7,19,0.44,39,21,,1,1
25,down,282.00,266.70,39.57,19.9,2.2,29,14,1.43,-23.0,18,0.49,39,22,,1,1
25,down,282.00,266.70,39.58,20.9,1.8,30,15,1.52,-24.8,18,0.54,39,23,,1,1
25,down,282.00,266.70,39.59,22.1,1.3,30,15,1.65,-27.9,18,0.62,39,24,,1,1
25,down,282.00,266.70,39.60,25.0,0.0,31,16,1.94,-44.3,18,0.83,42,24,,1,1
25,down,282.25,266.95,39.50,15.8,4.1,28,14,1.04,-17.6,17,0.24,38,19,,1,1
25,down,282.25,266.95,39.51,16.2,3.9,29,14,1.08,-18.1,18,0.27,38,19,,1,1
25,down,282.25,266.95,39.52,16.7,3.6,29,14,1.12,-18.7,18,0.29,38,20,,1,1
25,down,282.25,266.95,39.53,17.3,3.4,30,14,1.17,-19.3,19,0.32,38,20,,1,1
25,down,282.25,266.95,39.54,17.9,3.2,30,14,1.22,-20.0,19,0.35,38,20,,1,1
25,down,282.25,266.95,39.55,18.5,2.9,30,14,1.28,-20.8,19,0.39,38,21,,1,1
25,down,282.25,266.95,39.56,19.2,2.6,30,14,1.35,-21.9,19,0.43,39,21,,1,1
25,down,282.25,266.95,39.57,19.9,2.2,29,14,1.43,-23.1,18,0.48,39,21,,1,1
25,down,282.25,266.95,39.58,20.9,1.8,30,15,1.52,-24.9,18,0.53,41,23,,1,1
25,down,282.25,266.95,39.59,22.1,1.3,30,15,1.65,-27.8,18,0.61,41,24,,1,1
25,down,282.25,266.95,39.60,25.0,0.0,31,16,1.94,-36.1,18,0.81,42,24,,1,1
25,down,282.50,267.20,39.50,15.8,4.1,29,14,1.04,-17.7,18,0.23,38,19,,1,1
25,down,282.50,267.20,39.51,16.2,3.9,29,14,1.08,-18.2,18,0.26,38,20,,1,1
25,down,282.50,267.20,39.52,16.7,3.6,29,14,1.12,-18.7,18,0.28,38,20,,1,1
25,down,282.50,267.20,39.53,17.3,3.4,30,14,1.17,-19.4,19,0.31,39,20,,1,1
25,down,282.50,267.20,39.54,17.9,3.2,30,14,1.22,-20.1,19,0.34,39,20,,1,1
25,down,282.50,267.20,39.55,18.5,2.9,30,14,1.28,-20.9,19,0.38,39,20,,1,1
25,down,282.50,267.20,39.56,19.2,2.6,30,14,1.35,-21.9,19,0.42,40,20,,1,1
25,down,282.50,267.20,39.57,19.9,2.2,30,14,1.43,-23.1,19,0.46,41,22,,1,1
25,down,282.50,267.20,39.58,20.9,1.8,29,14,1.53,-24.8,18,0.52,41,23,,1,1
25,down,282.50,267.20,39.59,22.1,1.3,30,15,1.65,-27.4,18,0.60,41,24,,1,1
25,down,282.50,267.20,39.60,25.0,0.0,31,16,1.94,-31.9,18,0.80,42,25,,1,1
25,down,282.75,267.45,39.50,15.8,4.1,28,14,1.04,-17.7,17,0.22,39,20,,1,1
25,down,282.75,267.45,39.51,16.2,3.9,30,14,1.08,-18.2,19,0.25,39,20,,1,1
25,down,282.75,267.45,39.52,16.7,3.6,30,14,1.13,-18.8,19,0.27,39,20,,1,1
25,down,282.75,267.45,39.53,17.3,3.4,30,14,1.17,-19.4,19,0.30,39,20,,1,1
25,down,282.75,267.45,39.54,17.9,3.2,30,14,1.23,-20.0,19,0.33,39,20,,1,1
25,down,282.75,267.45,39.55,18.5,2.9,30,14,1.29,-20.8,19,0.37,40,20,,1,1
25,down,282.75,267.45,39.56,19.2,2.6,30,14,1.35,-21.8,19,0.41,41,20,,1,1
25,down,282.75,267.45,39.57,19.9,2.2,30,14,1.43,-22.9,19,0.45,41,21,,1,1
25,down,282.75,267.45,39.58,20.9,1.8,30,14,1.53,-24.5,19,0.51,41,22,,1,1
25,down,282.75,267.45,39.59,22.1,1.3,30,15,1.65,-27.5,18,0.59,41,24,,1,1
25,down,282.75,267.45,39.60,25.0,0.0,31,16,1.94,-39.6,18,0.79,42,25,,1,1
25,down,283.00,267.70,39.30,9.0,7.1,28,14,0.67,-13.2,17,-0.06,38,16,,1,1
25,down,283.00,267.70,39.35,10.4,6.4,27,14,0.72,-14.0,16,-0.01,37,17,,1,1
25,down,283.00,267.70,39.40,12.0,5.8,27,14,0.79,-14.9,16,0.05,37,17,,1,1
25,down,283.00,267.70,39.45,13.7,5.0,27,14,0.89,-16.0,16,0.12,38,18,,1,1
25,down,283.00,267.70,39.50,15.8,4.1,29,14,1.05,-17.7,18,0.21,39,20,,1,1
25,down,283.00,267.70,39.51,16.2,3.9,29,14,1.09,-18.2,18,0.24,39,20,,1,1
25,down,283.00,267.70,39.52,16.7,3.6,29,14,1.13,-18.7,18,0.26,39,20,,1,1
25,down,283.00,267.70,39.53,17.3,3.4,29,14,1.18,-19.3,18,0.29,40,20,,1,1
25,down,283.00,267.70,39.54,17.9,3.2,30,14,1.23,-20.0,19,0.32,40,20,,1,1
25,down,283.00,267.70,39.55,18.5,2.9,30,14,1.29,-20.7,19,0.36,40,20,,1,1
25,down,283.00,267.70,39.56,19.2,2.6,30,14,1.35,-21.6,19,0.40,41,20,,1,1
25,down,283.00,267.70,39.57,19.9,2.2,30,14,1.43,-22.6,19,0.44,41,21,,1,1
25,down,283.00,267.70,39.58,20.9,1.8,30,14,1.53,-24.3,19,0.50,41,22,,1,1
25,down,283.00,267.70,39.59,22.1,1.3,30,15,1.65,-27.8,18,0.58,41,23,,1,1
25,down,283.00,267.70,39.60,25.0,0.0,32,16,1.94,-35.4,18,0.77,42,25,,1,1
25,down,284.00,268.70,39.30,9.0,7.1,27,14,0.69,-13.4,17,-0.09,39,17,,1,1
25,down,284.00,268.70,39.35,10.4,6.4,26,14,0.74,-14.3,16,-0.04,38,17,,1,1
25,down,284.00,268.70,39.40,12.0,5.8,26,14,0.81,-15.3,16,0.01,38,17,,1,1
25,down,284.00,268.70,39.45,13.7,5.0,27,14,0.91,-16.5,17,0.08,38,18,,1,1
25,down,284.00,268.70,39.50,15.8,4.1,29,14,1.06,-18.1,18,0.17,41,19,,1,1
25,down,284.00,268.70,39.55,18.5,2.9,30,14,1.30,-20.6,18,0.31,41,21,,1,1
25,down,285.00,269.70,39.30,9.0,7.1,28,14,0.71,-13.7,17,-0.11,38,16,,1,1
25,down,285.00,269.70,39.35,10.4,6.4,27,14,0.76,-14.6,16,-0.07,37,16,,1,1
25,down,285.00,269.70,39.40,12.0,5.8,28,14,0.83,-15.7,17,-0.02,38,17,,1,1
25,down,285.00,269.70,39.45,13.7,5.0,28,14,0.93,-17.0,17,0.05,38,17,,1,1
25,down,285.00,269.70,39.50,15.8,4.1,29,14,1.08,-18.6,18,0.14,40,19,,1,1
25,down,285.00,269.70,39.55,18.5,2.9,29,14,1.31,-20.8,18,0.27,42,19,,1,1
25,down,286.00,270.70,39.30,9.0,7.1,28,14,0.73,-14.4,16,-0.14,39,16,,1,1
25,down,286.00,270.70,39.35,10.4,6.4,29,14,0.78,-15.5,17,-0.10,38,16,,1,1
25,down,286.00,270.70,39.40,12.0,5.8,29,14,0.85,-16.7,17,-0.05,37,16,,1,1
25,down,286.00,270.70,39.45,13.7,5.0,30,14,0.95,-18.2,18,0.01,37,18,,1,1
25,down,286.00,270.70,39.50,15.8,4.1,30,14,1.09,-20.3,18,0.10,38,18,,1,1
25,down,286.00,270.70,39.55,18.5,2.9,30,14,1.33,-24.4,18,0.23,39,20,,1,1
25,down,287.00,271.70,39.30,9.0,7.1,28,14,0.76,-14.7,16,-0.16,39,17,,1,1
25,down,287.00,271.70,39.35,10.4,6.4,28,14,0.80,-15.6,16,-0.12,39,17,,1,1
25,down,287.00,271.70,39.40,12.0,5.8,28,14,0.87,-16.6,16,-0.08,38,17,,1,1
25,down,287.00,271.70,39.45,13.7,5.0,29,14,0.97,-17.8,17,-0.02,37,15,,1,1
25,down,287.00,271.70,39.50,15.8,4.1,30,14,1.11,-19.4,18,0.06,39,16,,1,1
25,down,287.00,271.70,39.55,18.5,2.9,30,14,1.34,-21.6,18,0.19,39,20,,1,1
25,down,288.00,272.70,39.30,9.0,7.1,27,13,0.78,-14.3,15,-0.17,39,17,,1,1
25,down,288.00,272.70,39.35,10.4,6.4,27,13,0.83,-14.9,15,-0.14,39,17,,1,1
25,down,288.00,272.70,39.40,12.0,5.8,29,14,0.89,-15.6,17,-0.10,38,16,,1,1
25,down,288.00,272.70,39.45,13.7,5.0,29,14,0.99,-16.3,17,-0.04,38,15,,1,1
25,down,288.00,272.70,39.50,15.8,4.1,29,14,1.13,-17.6,17,0.03,39,17,,1,1
25,down,288.00,272.70,39.55,18.5,2.9,29,14,1.36,-20.9,17,0.15,39,19,,1,1
25,down,289.00,273.70,39.30,9.0,7.1,27,12,0.80,-13.5,15,-0.19,38,17,,1,1
25,down,289.00,273.70,39.35,10.4,6.4,27,12,0.85,-13.9,15,-0.16,38,16,,1,1
25,down,289.00,273.70,39.40,12.0,5.8,29,13,0.91,-14.5,16,-0.12,38,16,,1,1
25,down,289.00,273.70,39.45,13.7,5.0,29,13,1.01,-15.8,16,-0.07,39,17,,1,1
25,down,289.00,273.70,39.50,15.8,4.1,30,14,1.15,-17.7,17,0.00,39,17,,1,1
25,down,289.00,273.70,39.55,18.5,2.9,30,14,1.37,-20.5,17,0.12,39,17,,1,1
25,down,290.00,274.70,39.30,9.0,7.1,27,12,0.83,-12.6,15,-0.20,36,17,,1,1
25,down,290.00,274.70,39.35,10.4,6.4,28,12,0.87,-13.4,16,-0.17,36,18,,1,1
25,down,290.00,274.70,39.40,12.0,5.8,28,12,0.93,-14.4,16,-0.14,36,17,,1,1
25,down,290.00,274.70,39.45,13.7,5.0,28,12,1.02,-15.6,16,-0.09,38,17,,1,1
25,down,290.00,274.70,39.50,15.8,4.1,28,12,1.16,-17.1,16,-0.02,37,17,,1,1
25,down,290.00,274.70,39.55,18.5,2.9,29,13,1.38,-19.1,16,0.09,39,17,,1,1
25,down,291.00,275.70,39.30,9.0,7.1,27,12,0.84,-12.5,15,-0.20,36,17,,1,1
25,down,291.00,275.70,39.35,10.4,6.4,28,12,0.88,-13.2,16,-0.18,36,17,,1,1
25,down,291.00,275.70,39.40,12.0,5.8,28,12,0.94,-14.1,16,-0.15,36,17,,1,1
25,down,291.00,275.70,39.45,13.7,5.0,28,12,1.03,-15.0,16,-0.10,36,18,,1,1
25,down,291.00,275.70,39.50,15.8,4.1,28,12,1.17,-16.2,16,-0.04,37,18,,1,1
25,down,291.00,275.70,39.55,18.5,2.9,28,12,1.38,-17.3,16,0.07,39,18,,1,1
25,down,292.00,276.70,39.30,9.0,7.1,28,12,0.86,-12.2,16,-0.20,34,17,,1,1
25,down,292.00,276.70,39.35,10.4,6.4,28,12,0.90,-12.8,16,-0.18,35,17,,1,1
25,down,292.00,276.70,39.40,12.0,5.8,28,12,0.95,-13.5,16,-0.15,36,18,,1,1
25,down,292.00,276.70,39.45,13.7,5.0,28,12,1.04,-14.3,16,-0.11,35,18,,1,1
25,down,292.00,276.70,39.50,15.8,4.1,28,12,1.17,-15.0,16,-0.05,35,18,,1,1
25,down,292.00,276.70,39.55,18.5,2.9,28,12,1.38,-15.7,16,0.05,36,18,,1,1
25,down,293.00,277.70,39.30,9.0,7.1,28,12,0.86,-12.6,16,-0.20,35,16,,1,1
25,down,293.00,277.70,39.35,10.4,6.4,28,12,0.90,-13.0,16,-0.18,36,16,,1,1
25,down,293.00,277.70,39.40,12.0,5.8,28,12,0.96,-13.4,16,-0.16,36,18,,1,1
25,down,293.00,277.70,39.45,13.7,5.0,28,12,1.04,-13.8,16,-0.12,35,18,,1,1
25,down,293.00,277.70,39.50,15.8,4.1,28,12,1.17,-14.4,16,-0.06,35,18,,1,1
25,down,293.00,277.70,39.55,18.5,2.9,28,12,1.38,-18.0,16,0.03,34,18,,1,1
25,down,294.00,278.70,39.30,9.0,7.1,28,12,0.87,-13.4,16,-0.19,37,15,,1,1
25,down,294.00,278.70,39.35,10.4,6.4,28,12,0.90,-13.9,16,-0.17,36,14,,1,1
25,down,294.00,278.70,39.40,12.0,5.8,28,12,0.96,-14.4,16,-0.15,37,16,,1,1
25,down,294.00,278.70,39.45,13.7,5.0,28,12,1.04,-15.0,16,-0.12,36,18,,1,1
25,down,294.00,278.70,39.50,15.8,4.1,28,12,1.16,-16.2,16,-0.07,36,17,,1,1
25,down,294.00,278.70,39.55,18.5,2.9,28,12,1.36,-20.0,16,0.02,35,18,,1,1
25,down,295.00,279.70,39.30,9.0,7.1,28,12,0.87,-14.2,16,-0.18,38,15,,1,1
25,down,295.00,279.70,39.35,10.4,6.4,28,12,0.90,-14.9,16,-0.17,38,14,,1,1
25,down,295.00,279.70,39.40,12.0,5.8,28,12,0.95,-15.5,16,-0.15,38,14,,1,1
25,down,295.00,279.70,39.45,13.7,5.0,28,12,1.02,-16.3,16,-0.12,38,16,,1,1
25,down,295.00,279.70,39.50,15.8,4.1,28,12,1.14,-17.1,16,-0.07,36,17,,1,1
25,down,295.00,279.70,39.55,18.5,2.9,28,12,1.34,-18.1,16,0.02,37,18,,1,1
25,down,296.00,280.70,39.30,9.0,7.1,28,12,0.86,-15.1,16,-0.16,38,14,,1,1
25,down,296.00,280.70,39.35,10.4,6.4,28,12,0.89,-15.8,16,-0.15,39,14,,1,1
25,down,296.00,280.70,39.40,12.0,5.8,28,12,0.93,-16.7,16,-0.14,40,14,,1,1
25,down,296.00,280.70,39.45,13.7,5.0,28,12,1.01,-17.7,16,-0.11,38,15,,1,1
25,down,296.00,280.70,39.50,15.8,4.1,28,12,1.12,-18.9,16,-0.06,37,17,,1,1
25,down,296.00,280.70,39.51,16.2,3.9,28,12,1.15,-19.2,16,-0.05,37,17,,1,1
25,down,296.00,280.70,39.52,16.7,3.6,28,12,1.19,-19.5,16,-0.04,37,18,,1,1
25,down,296.00,280.70,39.53,17.3,3.4,28,12,1.22,-19.8,16,-0.02,36,18,,1,1
25,down,296.00,280.70,39.54,17.9,3.2,29,13,1.27,-20.1,16,-0.00,36,19,,1,1
25,down,296.00,280.70,39.55,18.5,2.9,29,13,1.31,-20.5,16,0.02,36,19,,1,1
25,down,296.00,280.70,39.56,19.2,2.6,29,13,1.37,-20.9,16,0.05,37,19,,1,1
25,down,296.00,280.70,39.57,19.9,2.2,29,14,1.43,-21.3,15,0.08,36,19,,1,1
25,down,296.00,280.70,39.58,20.9,1.8,29,14,1.51,-21.7,15,0.12,37,19,,1,1
25,down,296.00,280.70,39.59,22.1,1.3,30,15,1.61,-22.1,15,0.17,37,19,,1,1
25,down,296.00,280.70,39.60,25.0,0.0,30,15,1.83,-22.4,15,0.33,40,18,,1,1
25,down,296.25,280.95,39.50,15.8,4.1,28,12,1.12,-19.4,16,-0.06,37,17,,1,1
25,down,296.25,280.95,39.51,16.2,3.9,28,12,1.15,-19.7,16,-0.05,37,17,,1,1
25,down,296.25,280.95,39.52,16.7,3.6,28,12,1.18,-20.0,16,-0.03,37,18,,1,1
25,down,296.25,280.95,39.53,17.3,3.4,29,13,1.22,-20.4,16,-0.02,36,19,,1,1
25,down,296.25,280.95,39.54,17.9,3.2,29,13,1.26,-20.8,16,-0.00,36,19,,1,1
25,down,296.25,280.95,39.55,18.5,2.9,29,13,1.30,-21.2,16,0.02,36,19,,1,1
25,down,296.25,280.95,39.56,19.2,2.6,30,14,1.36,-21.6,16,0.05,36,19,,1,1
25,down,296.25,280.95,39.57,19.9,2.2,30,15,1.42,-22.1,15,0.08,36,19,,1,1
25,down,296.25,280.95,39.58,20.9,1.8,30,15,1.50,-22.6,15,0.12,37,19,,1,1
25,down,296.25,280.95,39.59,22.1,1.3,30,15,1.60,-23.2,15,0.17,38,19,,1,1
25,down,296.25,280.95,39.60,25.0,0.0,30,15,1.82,-23.6,15,0.33,40,18,,1,1
25,down,296.50,281.20,39.50,15.8,4.1,28,12,1.11,-19.8,16,-0.06,37,16,,1,1
25,down,296.50,281.20,39.51,16.2,3.9,28,12,1.14,-20.2,16,-0.05,37,16,,1,1
25,down,296.50,281.20,39.52,16.7,3.6,30,14,1.17,-20.5,16,-0.03,37,19,,1,1
25,down,296.50,281.20,39.53,17.3,3.4,30,14,1.21,-20.9,16,-0.02,36,19,,1,1
25,down,296.50,281.20,39.54,17.9,3.2,30,14,1.25,-21.4,16,0.00,36,19,,1,1
25,down,296.50,281.20,39.55,18.5,2.9,30,14,1.30,-21.9,16,0.02,36,19,,1,1
25,down,296.50,281.20,39.56,19.2,2.6,31,15,1.35,-22.4,16,0.05,35,19,,1,1
25,down,296.50,281.20,39.57,19.9,2.2,30,15,1.41,-23.0,15,0.08,37,19,,1,1
25,down,296.50,281.20,39.58,20.9,1.8,30,15,1.49,-23.7,15,0.12,37,19,,1,1
25,down,296.50,281.20,39.59,22.1,1.3,30,15,1.59,-24.4,15,0.17,38,19,,1,1
25,down,296.50,281.20,39.60,25.0,0.0,30,15,1.81,-25.1,15,0.33,40,19,,1,1
25,down,296.75,281.45,39.50,15.8,4.1,29,13,1.10,-20.3,16,-0.06,37,15,,1,1
25,down,296.75,281.45,39.51,16.2,3.9,30,14,1.13,-20.6,16,-0.05,37,17,,1,1
25,down,296.75,281.45,39.52,16.7,3.6,30,14,1.16,-21.1,16,-0.03,37,18,,1,1
25,down,296.75,281.45,39.53,17.3,3.4,30,14,1.20,-21.5,16,-0.02,36,19,,1,1
25,down,296.75,281.45,39.54,17.9,3.2,30,14,1.24,-22.0,16,0.00,36,19,,1,1
25,down,296.75,281.45,39.55,18.5,2.9,30,14,1.29,-22.6,16,0.02,36,19,,1,1
25,down,296.75,281.45,39.56,19.2,2.6,31,15,1.34,-23.2,16,0.05,35,19,,1,1
25,down,296.75,281.45,39.57,19.9,2.2,30,15,1.40,-23.9,15,0.08,37,19,,1,1
25,down,296.75,281.45,39.58,20.9,1.8,30,15,1.48,-24.8,15,0.12,37,19,,1,1
25,down,296.75,281.45,39.59,22.1,1.3,29,15,1.58,-25.8,14,0.17,38,19,,1,1
25,down,296.75,281.45,39.60,25.0,0.0,30,15,1.80,-26.8,15,0.32,40,19,,1,1
25,down,297.00,281.70,39.30,9.0,7.1,29,13,0.85,-15.8,16,-0.14,40,14,,1,1
25,down,297.00,281.70,39.35,10.4,6.4,29,13,0.87,-16.7,16,-0.14,40,14,,1,1
25,down,297.00,281.70,39.40,12.0,5.8,29,13,0.91,-17.7,16,-0.12,40,13,,1,1
25,down,297.00,281.70,39.45,13.7,5.0,29,13,0.98,-19.0,16,-0.10,39,14,,1,1
25,down,297.00,281.70,39.50,15.8,4.1,30,14,1.09,-20.7,16,-0.06,37,15,,1,1
25,down,297.00,281.70,39.51,16.2,3.9,30,14,1.12,-21.1,16,-0.04,37,16,,1,1
25,down,297.00,281.70,39.52,16.7,3.6,30,14,1.16,-21.6,16,-0.03,37,18,,1,1
25,down,297.00,281.70,39.53,17.3,3.4,30,14,1.19,-22.1,16,-0.01,36,18,,1,1
25,down,297.00,281.70,39.54,17.9,3.2,30,14,1.23,-22.6,16,0.00,36,18,,1,1
25,down,297.00,281.70,39.55,18.5,2.9,31,15,1.28,-23.3,16,0.02,36,19,,1,1
25,down,297.00,281.70,39.56,19.2,2.6,30,15,1.33,-24.0,15,0.05,35,19,,1,1
25,down,297.00,281.70,39.57,19.9,2.2,30,15,1.39,-24.9,15,0.08,36,19,,1,1
25,down,297.00,281.70,39.58,20.9,1.8,30,15,1.47,-26.0,15,0.12,37,19,,1,1
25,down,297.00,281.70,39.59,22.1,1.3,29,15,1.56,-27.4,14,0.17,38,19,,1,1
25,down,297.00,281.70,39.60,25.0,0.0,30,15,1.79,-29.0,15,0.32,40,19,,1,1
25,down,297.25,281.95,39.50,15.8,4.1,30,14,1.08,-21.1,16,-0.05,37,16,,1,1
25,down,297.25,281.95,39.51,16.2,3.9,30,14,1.11,-21.5,16,-0.04,37,16,,1,1
25,down,297.25,281.95,39.52,16.7,3.6,30,14,1.15,-22.0,16,-0.03,37,18,,1,1
25,down,297.25,281.95,39.53,17.3,3.4,30,14,1.18,-22.6,16,-0.01,36,18,,1,1
25,down,297.25,281.95,39.54,17.9,3.2,31,15,1.22,-23.2,16,0.01,36,18,,1,1
25,down,297.25,281.95,39.55,18.5,2.9,31,15,1.27,-23.9,16,0.03,36,18,,1,1
25,down,297.25,281.95,39.56,19.2,2.6,30,15,1.32,-24.8,15,0.05,36,19,,1,1
25,down,297.25,281.95,39.57,19.9,2.2,30,15,1.38,-25.8,15,0.08,36,19,,1,1
25,down,297.25,281.95,39.58,20.9,1.8,29,15,1.46,-27.2,14,0.12,37,19,,1,1
25,down,297.25,281.95,39.59,22.1,1.3,29,15,1.55,-29.1,14,0.17,38,19,,1,1
25,down,297.25,281.95,39.60,25.0,0.0,30,15,1.77,-31.9,15,0.32,39,19,,1,1
25,down,297.50,282.20,39.50,15.8,4.1,30,14,1.08,-21.4,16,-0.05,37,16,,1,1
25,down,297.50,282.20,39.51,16.2,3.9,30,14,1.11,-21.9,16,-0.04,37,16,,1,1
25,down,297.50,282.20,39.52,16.7,3.6,30,14,1.14,-22.4,16,-0.03,37,17,,1,1
25,down,297.50,282.20,39.53,17.3,3.4,30,14,1.17,-23.0,16,-0.01,36,18,,1,1
25,down,297.50,282.20,39.54,17.9,3.2,31,15,1.21,-23.7,16,0.01,36,18,,1,1
25,down,297.50,282.20,39.55,18.5,2.9,31,15,1.26,-24.5,16,0.03,35,18,,1,1
