# Every straight sloper off the roof point on NEC-2 (tools/nec_roof_sloper_scan.py).
# Roof feed ENU (-10.7, -10.5), cells workable >= 1.02 dBi. brg in degrees true.
roof_ft,dir,brg_true,brg_mag,run_m,end_ft,slope_deg,cells3,regions3,dBi3,worst3,cells2,dBi2,cells3_thr_minus2,cells3_thr_plus2,nbr_mean3,on_lot,setback_ok
25,up,140.00,124.70,14.75,145.6,68.1,10,9,-1.51,-19.7,9,-1.14,25,5,10.6,0,0
25,up,140.00,124.70,15.00,145.2,67.7,10,9,-1.47,-17.7,9,-1.12,28,5,10.44,0,0
25,up,140.00,124.70,15.25,144.9,67.3,10,9,-1.43,-16.3,9,-1.09,30,5,10.32,0,0
25,up,140.00,124.70,15.50,144.6,67.0,10,9,-1.39,-17.0,9,-1.06,30,4,10.24,0,0
25,up,140.00,124.70,15.75,144.2,66.6,10,9,-1.36,-17.6,9,-1.04,30,4,10.24,0,0
25,up,140.00,124.70,16.00,143.8,66.2,10,9,-1.32,-18.0,9,-1.01,31,4,10.36,0,0
25,up,140.00,124.70,16.25,143.5,65.8,10,9,-1.29,-18.1,9,-0.98,30,4,10.84,0,0
25,up,140.00,124.70,16.50,143.1,65.4,11,9,-1.25,-18.3,9,-0.96,29,4,11.44,0,0
25,up,140.00,124.70,16.75,142.7,65.0,13,9,-1.22,-19.2,10,-0.94,30,4,12.08,0,0
25,up,140.00,124.70,17.00,142.3,64.6,13,9,-1.19,-19.2,10,-0.91,29,4,12.68,0,0
25,up,140.00,124.70,17.25,141.9,64.2,13,9,-1.16,-20.6,10,-0.89,30,4,13.2,0,0
25,up,140.00,124.70,17.50,141.5,63.8,13,9,-1.13,-22.1,10,-0.87,28,4,13.4,0,0
25,up,140.00,124.70,17.75,141.1,63.4,13,9,-1.11,-23.7,10,-0.85,28,4,13.52,0,0
25,up,140.00,124.70,18.00,140.7,63.0,14,9,-1.08,-25.0,10,-0.83,29,5,13.72,0,0
25,up,140.00,124.70,18.25,140.3,62.6,14,9,-1.06,-25.6,10,-0.81,30,5,13.92,0,0
25,up,140.00,124.70,18.50,139.9,62.1,14,9,-1.03,-25.0,10,-0.79,29,5,14.28,0,0
25,up,140.00,124.70,18.75,139.4,61.7,14,9,-1.01,-23.6,11,-0.78,29,4,14.72,0,0
25,up,140.00,124.70,19.00,139.0,61.3,15,9,-0.99,-22.0,12,-0.76,31,4,15.2,0,0
25,up,140.00,124.70,19.25,138.5,60.9,16,9,-0.97,-20.5,12,-0.75,31,4,15.56,0,0
25,up,140.00,124.70,19.50,138.1,60.5,17,9,-0.95,-21.4,12,-0.74,30,4,15.92,0,0
25,up,140.00,124.70,19.75,137.6,60.1,16,9,-0.93,-30.2,12,-0.72,29,4,16.08,0,0
25,up,140.00,124.70,20.00,137.1,59.7,16,9,-0.91,-28.7,12,-0.72,29,4,16.16,0,0
25,up,140.00,124.70,20.25,136.6,59.2,16,9,-0.89,-20.7,12,-0.71,29,4,16.16,0,0
25,up,140.00,124.70,20.50,136.2,58.8,16,9,-0.87,-17.4,12,-0.70,32,4,16.16,0,0
25,up,140.00,124.70,20.75,135.7,58.4,16,9,-0.86,-22.0,12,-0.69,29,4,16.04,0,0
25,up,140.00,124.70,21.00,135.1,58.0,16,9,-0.84,-27.3,11,-0.69,29,5,15.92,0,0
25,up,140.00,124.70,21.25,134.6,57.5,16,9,-0.82,-23.0,11,-0.68,29,6,15.88,0,0
25,up,140.00,124.70,21.50,134.1,57.1,16,9,-0.80,-18.1,11,-0.68,28,6,15.96,0,0
25,up,140.00,124.70,21.75,133.6,56.7,16,9,-0.78,-19.9,11,-0.68,29,6,16.0,0,0
25,up,140.00,124.70,22.00,133.0,56.3,17,10,-0.76,-18.8,12,-0.67,28,7,16.04,0,0
25,up,140.00,124.70,22.25,132.5,55.8,17,10,-0.73,-16.0,12,-0.67,28,7,16.08,0,0
25,up,140.00,124.70,22.50,131.9,55.4,17,10,-0.71,-13.5,12,-0.67,28,7,16.04,0,0
25,up,140.00,124.70,22.75,131.3,54.9,16,10,-0.69,-14.1,11,-0.67,28,7,15.92,0,0
25,up,140.00,124.70,23.00,130.8,54.5,16,11,-0.66,-14.0,10,-0.67,29,7,15.88,0,0
25,up,140.00,124.70,23.25,130.2,54.0,16,11,-0.64,-13.2,10,-0.66,29,7,15.92,0,0
25,up,140.00,124.70,23.50,129.6,53.6,16,11,-0.61,-13.9,10,-0.66,28,7,16.0,0,0
25,up,140.00,124.70,23.75,129.0,53.1,16,11,-0.58,-14.5,10,-0.66,28,7,16.04,0,0
25,up,140.00,124.70,24.00,128.3,52.7,16,11,-0.55,-15.1,10,-0.65,27,7,16.04,0,0
25,up,140.00,124.70,24.25,127.7,52.2,16,11,-0.52,-15.6,10,-0.64,28,8,16.0,0,0
25,up,140.00,124.70,24.50,127.1,51.8,17,11,-0.48,-16.8,11,-0.64,28,8,15.92,0,0
25,up,140.00,124.70,24.75,126.4,51.3,17,11,-0.45,-20.3,11,-0.63,27,8,15.8,0,0
25,up,140.00,124.70,25.00,125.8,50.9,17,11,-0.41,-24.8,11,-0.62,27,8,15.68,0,0
25,up,140.00,124.70,25.25,125.1,50.4,16,10,-0.38,-25.3,11,-0.61,28,9,15.56,0,0
25,up,140.00,124.70,25.50,124.4,49.9,16,10,-0.34,-20.9,11,-0.59,30,9,15.52,0,0
25,up,140.00,124.70,25.75,123.7,49.4,16,10,-0.30,-17.3,11,-0.58,32,9,15.56,0,0
25,up,140.00,124.70,26.00,123.0,49.0,16,10,-0.26,-14.6,11,-0.56,35,9,15.64,0,0
25,up,140.00,124.70,26.25,122.3,48.5,16,10,-0.22,-15.4,11,-0.54,36,9,15.72,0,0
25,up,140.00,124.70,26.50,121.5,48.0,17,10,-0.17,-16.8,11,-0.51,37,9,15.84,0,0
25,up,140.00,124.70,26.75,120.8,47.5,16,9,-0.13,-18.4,10,-0.49,36,9,15.96,0,0
25,up,140.00,124.70,27.00,120.0,47.0,16,9,-0.09,-20.2,10,-0.46,38,9,16.12,0,0
25,up,140.00,124.70,27.25,119.3,46.5,16,9,-0.04,-22.4,10,-0.43,37,9,16.36,0,0
25,up,140.00,124.70,27.50,118.5,46.0,16,9,0.00,-24.6,10,-0.39,37,8,16.84,0,0
25,up,140.00,124.70,27.75,117.7,45.5,17,9,0.05,-25.8,10,-0.35,36,8,17.28,0,0
25,up,140.00,124.70,28.00,116.9,45.0,18,10,0.09,-24.9,10,-0.31,36,9,17.68,0,0
25,up,140.00,124.70,28.25,116.0,44.5,18,10,0.14,-22.6,10,-0.27,34,9,18.12,0,0
25,up,140.00,124.70,28.50,115.2,44.0,18,10,0.18,-20.4,10,-0.22,35,10,18.48,0,0
25,up,140.00,124.70,28.75,114.3,43.4,19,11,0.23,-18.4,11,-0.18,34,10,18.68,0,0
25,up,140.00,124.70,29.00,113.5,42.9,19,11,0.27,-16.6,11,-0.13,34,10,19.04,0,0
25,up,140.00,124.70,29.25,112.6,42.4,19,11,0.32,-15.2,11,-0.07,34,10,19.48,0,0
25,up,140.00,124.70,29.50,111.7,41.8,20,12,0.36,-13.9,12,-0.02,34,11,20.0,0,0
25,up,140.00,124.70,29.75,110.7,41.3,21,13,0.41,-12.7,13,0.04,35,11,20.6,0,0
25,up,140.00,124.70,30.00,109.8,40.7,22,14,0.46,-14.1,14,0.10,36,12,21.24,0,0
25,up,140.00,124.70,30.25,108.8,40.2,23,14,0.50,-17.6,15,0.16,39,12,21.8,0,0
25,up,140.00,124.70,30.50,107.9,39.6,22,13,0.55,-21.4,15,0.22,40,12,22.4,0,0
25,up,140.00,124.70,30.75,106.9,39.1,22,13,0.60,-20.3,16,0.28,40,11,23.0,0,0
25,up,140.00,124.70,31.00,105.8,38.5,24,15,0.65,-16.0,18,0.34,41,11,23.76,0,0
25,up,140.00,124.70,31.25,104.8,37.9,24,15,0.71,-12.6,19,0.40,41,11,24.68,0,0
25,up,140.00,124.70,31.50,103.7,37.3,25,16,0.76,-10.0,20,0.46,40,11,25.76,0,0
25,up,140.00,124.70,31.75,102.6,36.7,27,17,0.82,-11.0,21,0.53,41,11,27.08,0,0
25,up,140.00,124.70,32.00,101.5,36.1,28,18,0.88,-12.6,22,0.59,43,11,28.4,0,0
25,up,140.00,124.70,32.25,100.4,35.5,29,19,0.95,-14.5,23,0.65,46,11,29.48,0,0
25,up,140.00,124.70,32.50,99.2,34.8,31,19,1.02,-17.0,25,0.71,46,11,30.6,0,0
25,up,140.00,124.70,32.75,98.0,34.2,31,19,1.09,-20.1,25,0.78,47,11,31.72,0,0
25,up,140.00,124.70,33.00,96.8,33.6,33,19,1.16,-22.9,26,0.84,48,12,32.76,0,0
25,up,140.00,124.70,33.25,95.6,32.9,34,19,1.24,-21.7,27,0.91,51,11,33.76,0,0
25,up,140.00,124.70,33.50,94.3,32.2,34,19,1.31,-18.1,27,0.97,51,12,35.2,0,0
25,up,140.00,124.70,33.75,93.0,31.5,37,19,1.39,-15.0,27,1.04,51,12,36.48,0,0
25,up,140.00,124.70,34.00,91.6,30.8,39,20,1.47,-12.6,28,1.11,52,12,37.92,0,0
25,up,140.00,124.70,34.25,90.2,30.1,39,21,1.56,-10.5,28,1.17,51,12,39.48,0,0
25,up,140.00,124.70,34.50,88.8,29.4,43,21,1.64,-8.8,29,1.24,53,12,41.04,0,0
25,up,140.00,124.70,34.75,87.3,28.7,45,21,1.73,-8.9,31,1.32,55,15,42.48,0,0
25,up,140.00,124.70,35.00,85.8,27.9,45,21,1.81,-9.6,31,1.39,55,16,43.76,0,0
25,up,140.00,124.70,35.25,84.2,27.1,46,21,1.90,-10.4,30,1.46,55,16,44.68,0,0
25,up,140.00,124.70,35.50,82.6,26.3,46,21,1.99,-11.2,30,1.53,55,18,45.24,0,0
25,up,140.00,124.70,35.75,80.9,25.5,46,21,2.09,-13.7,30,1.60,55,18,45.76,0,0
25,up,140.00,124.70,36.00,79.1,24.6,45,21,2.18,-19.6,29,1.66,55,21,45.96,0,0
25,up,140.00,124.70,36.25,77.3,23.7,47,21,2.28,-25.0,29,1.72,54,24,46.16,0,0
25,up,140.00,124.70,36.50,75.4,22.8,48,22,2.37,-16.3,29,1.78,54,25,46.16,0,0
25,up,140.00,124.70,36.75,73.4,21.9,47,22,2.45,-11.5,28,1.82,53,27,46.08,0,0
25,up,140.00,124.70,37.00,71.3,20.9,46,22,2.51,-12.1,27,1.86,53,28,45.76,0,0
25,up,140.00,124.70,37.25,69.1,19.8,46,22,2.57,-12.7,28,1.88,54,29,45.32,0,0
25,up,140.00,124.70,37.50,66.7,18.7,45,22,2.61,-13.2,27,1.90,54,29,44.84,0,0
25,up,140.00,124.70,37.75,64.2,17.6,45,22,2.64,-13.7,27,1.91,53,28,44.08,0,0
25,up,140.00,124.70,38.00,61.6,16.3,44,21,2.68,-14.1,26,1.92,53,27,43.28,0,0
25,up,140.00,124.70,38.25,58.6,15.0,40,20,2.72,-14.2,24,1.92,53,27,42.24,0,0
25,up,140.00,124.70,38.50,55.4,13.5,40,20,2.77,-14.1,24,1.92,52,27,41.0,0,0
25,up,140.00,124.70,38.75,51.8,11.9,39,19,2.83,-13.6,22,1.92,53,27,39.64,0,0
25,up,140.00,124.70,39.00,47.5,10.0,38,18,2.86,-12.7,22,1.90,51,26,37.88,0,0
25,up,140.00,124.70,39.25,42.2,7.6,37,17,2.81,-12.2,21,1.82,48,25,37.0,0,0
25,up,140.00,124.70,39.50,34.2,4.1,34,16,2.60,-16.4,18,1.49,43,25,36.13,0,0
25,up,141.00,125.70,11.00,149.8,73.9,10,10,-2.09,-36.6,10,-1.44,23,5,10.6,1,0
25,up,141.00,125.70,11.25,149.6,73.5,11,10,-2.07,-31.0,10,-1.44,23,5,10.7,1,0
25,up,141.00,125.70,11.50,149.3,73.1,11,10,-2.04,-23.8,10,-1.43,22,5,10.76,1,0
25,up,141.00,125.70,11.75,149.1,72.7,11,10,-2.01,-19.9,10,-1.41,22,5,10.92,1,0
25,up,141.00,125.70,12.00,148.8,72.4,11,10,-1.98,-17.7,10,-1.40,22,5,11.0,1,0
25,up,141.00,125.70,12.25,148.5,72.0,11,10,-1.94,-18.5,10,-1.38,22,6,11.0,1,0
25,up,141.00,125.70,12.50,148.3,71.6,11,10,-1.91,-19.5,10,-1.37,21,7,11.0,1,0
25,up,141.00,125.70,12.75,148.0,71.2,11,10,-1.87,-21.3,10,-1.35,20,7,11.0,1,0
25,up,141.00,125.70,13.00,147.7,70.8,11,10,-1.83,-23.2,10,-1.33,20,6,11.04,1,0
25,up,141.00,125.70,13.25,147.4,70.5,11,10,-1.79,-24.9,10,-1.31,20,6,11.16,1,0
25,up,141.00,125.70,13.50,147.1,70.1,11,10,-1.75,-25.8,10,-1.28,21,7,11.24,1,0
25,up,141.00,125.70,13.75,146.8,69.7,12,10,-1.70,-25.1,10,-1.26,20,7,11.32,1,0
25,up,141.00,125.70,14.00,146.5,69.3,12,10,-1.66,-23.4,10,-1.24,21,7,11.36,1,0
25,up,141.00,125.70,14.25,146.2,68.9,12,10,-1.62,-22.7,10,-1.21,22,6,11.28,0,0
25,up,141.00,125.70,14.50,145.9,68.5,11,10,-1.58,-22.5,10,-1.18,22,6,11.08,0,0
25,up,141.00,125.70,14.75,145.6,68.1,11,10,-1.54,-21.1,10,-1.16,24,5,10.92,0,0
25,up,141.00,125.70,15.00,145.2,67.7,11,10,-1.50,-19.2,10,-1.13,26,5,10.72,0,0
25,up,141.00,125.70,15.25,144.9,67.3,11,10,-1.46,-17.4,10,-1.11,28,5,10.56,0,0
25,up,141.00,125.70,15.50,144.6,67.0,10,9,-1.42,-16.4,9,-1.08,29,4,10.48,0,0
25,up,141.00,125.70,15.75,144.2,66.6,10,9,-1.38,-17.0,9,-1.05,29,4,10.52,0,0
25,up,141.00,125.70,16.00,143.8,66.2,10,9,-1.34,-17.3,9,-1.03,30,4,10.64,0,0
25,up,141.00,125.70,16.25,143.5,65.8,11,9,-1.31,-17.4,9,-1.00,29,4,11.0,0,0
25,up,141.00,125.70,16.50,143.1,65.4,11,9,-1.27,-18.4,9,-0.98,29,4,11.48,0,0
25,up,141.00,125.70,16.75,142.7,65.0,13,9,-1.24,-19.2,10,-0.95,30,4,12.0,0,0
25,up,141.00,125.70,17.00,142.3,64.6,13,9,-1.21,-18.3,10,-0.93,31,4,12.48,0,0
25,up,141.00,125.70,17.25,141.9,64.2,13,9,-1.18,-17.6,10,-0.90,31,4,12.88,0,0
25,up,141.00,125.70,17.50,141.5,63.8,13,9,-1.15,-18.8,10,-0.88,30,4,13.12,0,0
25,up,141.00,125.70,17.75,141.1,63.4,13,9,-1.12,-20.2,10,-0.86,29,5,13.24,0,0
25,up,141.00,125.70,18.00,140.7,63.0,13,9,-1.10,-21.8,10,-0.84,28,5,13.4,0,0
25,up,141.00,125.70,18.25,140.3,62.6,13,9,-1.07,-23.6,10,-0.82,30,5,13.52,0,0
25,up,141.00,125.70,18.50,139.9,62.1,14,9,-1.05,-25.4,10,-0.81,31,5,13.76,0,0
25,up,141.00,125.70,18.75,139.4,61.7,14,9,-1.02,-26.9,10,-0.79,31,4,14.04,0,0
25,up,141.00,125.70,19.00,139.0,61.3,14,9,-1.00,-27.1,11,-0.77,29,4,14.52,0,0
25,up,141.00,125.70,19.25,138.5,60.9,14,9,-0.98,-25.9,11,-0.76,29,4,14.88,0,0
25,up,141.00,125.70,19.50,138.1,60.5,15,9,-0.96,-24.1,11,-0.75,29,4,15.28,0,0
25,up,141.00,125.70,19.75,137.6,60.1,15,9,-0.94,-29.5,11,-0.74,28,4,15.56,0,0
25,up,141.00,125.70,20.00,137.1,59.7,16,9,-0.92,-29.3,12,-0.73,29,4,15.76,0,0
25,up,141.00,125.70,20.25,136.6,59.2,16,9,-0.90,-21.0,12,-0.72,30,4,15.76,0,0
25,up,141.00,125.70,20.50,136.2,58.8,16,9,-0.88,-17.9,12,-0.71,31,4,15.8,0,0
25,up,141.00,125.70,20.75,135.7,58.4,16,9,-0.86,-20.7,12,-0.70,30,4,15.68,0,0
25,up,141.00,125.70,21.00,135.1,58.0,16,9,-0.84,-26.4,12,-0.70,29,5,15.56,0,0
25,up,141.00,125.70,21.25,134.6,57.5,15,8,-0.82,-24.4,11,-0.69,29,6,15.48,0,0
25,up,141.00,125.70,21.50,134.1,57.1,15,8,-0.81,-19.0,11,-0.69,28,6,15.52,0,0
25,up,141.00,125.70,21.75,133.6,56.7,15,8,-0.78,-19.4,11,-0.68,28,6,15.64,0,0
25,up,141.00,125.70,22.00,133.0,56.3,16,9,-0.76,-18.8,12,-0.68,27,6,15.84,0,0
25,up,141.00,125.70,22.25,132.5,55.8,16,9,-0.74,-16.3,12,-0.67,28,6,16.08,0,0
25,up,141.00,125.70,22.50,131.9,55.4,16,9,-0.72,-13.8,12,-0.67,28,7,16.28,0,0
25,up,141.00,125.70,22.75,131.3,54.9,17,10,-0.70,-13.6,12,-0.67,28,7,16.36,0,0
25,up,141.00,125.70,23.00,130.8,54.5,16,10,-0.67,-14.0,11,-0.67,28,7,16.28,0,0
25,up,141.00,125.70,23.25,130.2,54.0,17,11,-0.65,-13.4,11,-0.66,29,7,16.24,0,0
25,up,141.00,125.70,23.50,129.6,53.6,16,11,-0.62,-13.9,10,-0.66,29,7,16.2,0,0
25,up,141.00,125.70,23.75,129.0,53.1,16,11,-0.59,-14.5,10,-0.65,28,7,16.12,0,0
25,up,141.00,125.70,24.00,128.3,52.7,16,11,-0.56,-15.1,10,-0.65,28,7,16.04,0,0
25,up,141.00,125.70,24.25,127.7,52.2,16,11,-0.53,-15.6,10,-0.64,29,8,15.96,0,0
25,up,141.00,125.70,24.50,127.1,51.8,16,11,-0.50,-15.9,10,-0.63,29,8,15.84,0,0
25,up,141.00,125.70,24.75,126.4,51.3,16,11,-0.46,-16.1,10,-0.62,29,9,15.64,0,0
25,up,141.00,125.70,25.00,125.8,50.9,15,10,-0.43,-18.0,10,-0.61,28,9,15.44,0,0
25,up,141.00,125.70,25.25,125.1,50.4,16,10,-0.39,-21.8,11,-0.60,29,9,15.24,0,0
25,up,141.00,125.70,25.50,124.4,49.9,16,10,-0.35,-25.4,11,-0.58,30,9,15.16,0,0
25,up,141.00,125.70,25.75,123.7,49.4,16,10,-0.31,-23.7,11,-0.56,33,9,15.16,0,0
25,up,141.00,125.70,26.00,123.0,49.0,16,10,-0.27,-19.6,11,-0.54,35,10,15.24,0,0
25,up,141.00,125.70,26.25,122.3,48.5,16,10,-0.23,-16.5,11,-0.52,35,10,15.36,0,0
25,up,141.00,125.70,26.50,121.5,48.0,16,10,-0.19,-14.1,11,-0.50,36,10,15.52,0,0
25,up,141.00,125.70,26.75,120.8,47.5,16,10,-0.14,-12.4,11,-0.47,38,10,15.68,0,0
25,up,141.00,125.70,27.00,120.0,47.0,17,10,-0.10,-13.2,11,-0.44,39,10,15.84,0,0
25,up,141.00,125.70,27.25,119.3,46.5,17,10,-0.05,-14.1,11,-0.41,38,10,16.12,0,0
25,up,141.00,125.70,27.50,118.5,46.0,17,10,-0.00,-15.0,11,-0.37,36,10,16.64,0,0
25,up,141.00,125.70,27.75,117.7,45.5,18,10,0.04,-16.0,11,-0.33,35,10,17.16,0,0
25,up,141.00,125.70,28.00,116.9,45.0,19,11,0.09,-16.8,11,-0.29,36,10,17.6,0,0
25,up,141.00,125.70,28.25,116.0,44.5,19,11,0.14,-17.5,11,-0.25,36,11,18.16,0,0
25,up,141.00,125.70,28.50,115.2,44.0,18,10,0.18,-17.9,10,-0.20,35,10,18.64,0,0
25,up,141.00,125.70,28.75,114.3,43.4,19,11,0.23,-17.9,11,-0.15,35,11,19.0,0,0
25,up,141.00,125.70,29.00,113.5,42.9,18,10,0.28,-17.4,11,-0.10,35,10,19.44,0,0
25,up,141.00,125.70,29.25,112.6,42.4,19,11,0.33,-16.5,12,-0.05,36,10,20.04,0,0
25,up,141.00,125.70,29.50,111.7,41.8,20,12,0.37,-15.5,13,0.01,36,10,20.72,0,0
25,up,141.00,125.70,29.75,110.7,41.3,20,12,0.42,-14.5,13,0.07,37,10,21.44,0,0
25,up,141.00,125.70,30.00,109.8,40.7,23,13,0.47,-13.4,16,0.13,37,12,22.16,0,0
25,up,141.00,125.70,30.25,108.8,40.2,23,13,0.52,-16.2,16,0.18,38,12,22.84,0,0
25,up,141.00,125.70,30.50,107.9,39.6,23,13,0.57,-18.6,16,0.25,39,12,23.52,0,0
25,up,141.00,125.70,30.75,106.9,39.1,25,15,0.62,-18.1,18,0.31,39,12,24.2,0,0
25,up,141.00,125.70,31.00,105.8,38.5,24,15,0.67,-15.1,18,0.37,40,12,25.04,0,0
25,up,141.00,125.70,31.25,104.8,37.9,26,16,0.73,-12.2,20,0.43,40,12,25.88,0,0
25,up,141.00,125.70,31.50,103.7,37.3,27,17,0.79,-9.8,21,0.49,40,12,26.92,0,0
25,up,141.00,125.70,31.75,102.6,36.7,29,18,0.85,-11.1,22,0.56,43,11,28.12,0,0
25,up,141.00,125.70,32.00,101.5,36.1,29,19,0.91,-12.6,23,0.62,45,11,29.28,0,0
25,up,141.00,125.70,32.25,100.4,35.5,31,19,0.98,-14.6,25,0.68,44,11,30.24,0,0
25,up,141.00,125.70,32.50,99.2,34.8,31,19,1.05,-17.2,25,0.74,47,11,31.4,0,0
25,up,141.00,125.70,32.75,98.0,34.2,31,19,1.12,-20.4,25,0.81,48,12,32.48,0,0
25,up,141.00,125.70,33.00,96.8,33.6,33,19,1.19,-23.5,26,0.87,51,12,33.44,0,0
25,up,141.00,125.70,33.25,95.6,32.9,35,19,1.27,-22.1,27,0.93,52,12,34.36,0,0
25,up,141.00,125.70,33.50,94.3,32.2,35,19,1.35,-18.3,27,1.00,53,12,35.72,0,0
25,up,141.00,125.70,33.75,93.0,31.5,36,19,1.43,-15.1,27,1.06,54,12,36.92,0,0
25,up,141.00,125.70,34.00,91.6,30.8,38,20,1.51,-12.6,28,1.13,54,12,38.32,0,0
25,up,141.00,125.70,34.25,90.2,30.1,39,20,1.59,-10.5,29,1.20,54,12,39.84,0,0
25,up,141.00,125.70,34.50,88.8,29.4,40,20,1.67,-9.2,28,1.27,54,14,41.44,0,0
25,up,141.00,125.70,34.75,87.3,28.7,43,21,1.76,-9.6,31,1.34,55,15,42.8,0,0
25,up,141.00,125.70,35.00,85.8,27.9,44,21,1.84,-10.0,31,1.41,55,16,43.92,0,0
25,up,141.00,125.70,35.25,84.2,27.1,46,22,1.93,-10.3,30,1.48,55,17,44.64,0,0
25,up,141.00,125.70,35.50,82.6,26.3,46,22,2.02,-10.7,30,1.55,55,18,45.16,0,0
25,up,141.00,125.70,35.75,80.9,25.5,46,22,2.11,-13.9,30,1.62,55,19,45.56,0,0
25,up,141.00,125.70,36.00,79.1,24.6,47,22,2.21,-20.4,30,1.68,55,21,45.64,0,0
25,up,141.00,125.70,36.25,77.3,23.7,46,22,2.30,-27.7,28,1.74,54,24,45.76,0,0
25,up,141.00,125.70,36.50,75.4,22.8,46,22,2.38,-16.5,28,1.80,55,27,45.76,0,0
25,up,141.00,125.70,36.75,73.4,21.9,46,22,2.46,-11.5,28,1.84,54,27,45.64,0,0
25,up,141.00,125.70,37.00,71.3,20.9,45,22,2.53,-11.4,27,1.88,53,29,45.32,0,0
25,up,141.00,125.70,37.25,69.1,19.8,45,22,2.58,-11.9,27,1.90,53,30,44.96,0,0
25,up,141.00,125.70,37.50,66.7,18.7,45,22,2.62,-12.4,27,1.92,53,30,44.52,0,0
25,up,141.00,125.70,37.75,64.2,17.6,43,21,2.66,-12.8,26,1.93,54,29,43.92,0,0
25,up,141.00,125.70,38.00,61.6,16.3,42,21,2.69,-13.1,25,1.93,54,29,43.32,0,0
25,up,141.00,125.70,38.25,58.6,15.0,42,21,2.73,-13.3,25,1.94,54,28,42.36,0,0
25,up,141.00,125.70,38.50,55.4,13.5,42,21,2.79,-13.3,24,1.94,53,28,41.2,0,0
25,up,141.00,125.70,38.75,51.8,11.9,40,21,2.85,-12.9,22,1.93,52,27,40.08,0,0
25,up,141.00,125.70,39.00,47.5,10.0,39,19,2.88,-12.2,20,1.91,50,27,38.32,0,0
25,up,141.00,125.70,39.25,42.2,7.6,39,19,2.84,-13.0,20,1.83,48,26,37.4,0,0
25,up,141.00,125.70,39.50,34.2,4.1,33,15,2.63,-16.6,18,1.49,45,25,36.6,0,0
25,up,142.00,126.70,11.00,149.8,73.9,10,10,-2.12,-32.8,10,-1.46,23,5,10.4,1,0
25,up,142.00,126.70,11.25,149.6,73.5,10,10,-2.10,-34.4,10,-1.45,23,5,10.55,1,0
25,up,142.00,126.70,11.50,149.3,73.1,11,10,-2.07,-25.3,10,-1.44,21,5,10.64,1,0
25,up,142.00,126.70,11.75,149.1,72.7,11,10,-2.04,-20.8,10,-1.43,22,5,10.84,1,0
25,up,142.00,126.70,12.00,148.8,72.4,11,10,-2.01,-17.8,10,-1.41,22,5,10.96,1,0
25,up,142.00,126.70,12.25,148.5,72.0,11,10,-1.97,-17.8,10,-1.40,22,5,11.0,1,0
25,up,142.00,126.70,12.50,148.3,71.6,11,10,-1.93,-19.3,10,-1.38,21,7,11.0,1,0
25,up,142.00,126.70,12.75,148.0,71.2,11,10,-1.90,-20.9,10,-1.36,21,7,11.0,1,0
25,up,142.00,126.70,13.00,147.7,70.8,11,10,-1.86,-22.6,10,-1.34,21,7,11.0,1,0
25,up,142.00,126.70,13.25,147.4,70.5,11,10,-1.82,-24.2,10,-1.32,20,7,11.08,1,0
25,up,142.00,126.70,13.50,147.1,70.1,11,10,-1.78,-24.9,10,-1.30,20,7,11.2,1,0
25,up,142.00,126.70,13.75,146.8,69.7,11,10,-1.73,-24.3,10,-1.27,20,7,11.32,1,0
25,up,142.00,126.70,14.00,146.5,69.3,12,10,-1.69,-22.9,10,-1.25,21,7,11.44,0,0
25,up,142.00,126.70,14.25,146.2,68.9,12,10,-1.65,-21.3,10,-1.23,22,7,11.48,0,0
25,up,142.00,126.70,14.50,145.9,68.5,12,10,-1.61,-22.3,10,-1.20,22,7,11.4,0,0
25,up,142.00,126.70,14.75,145.6,68.1,11,10,-1.56,-22.0,10,-1.17,23,5,11.28,0,0
25,up,142.00,126.70,15.00,145.2,67.7,11,10,-1.52,-20.6,10,-1.15,26,5,11.08,0,0
25,up,142.00,126.70,15.25,144.9,67.3,11,10,-1.48,-18.9,10,-1.12,26,5,10.88,0,0
25,up,142.00,126.70,15.50,144.6,67.0,11,10,-1.44,-17.2,10,-1.09,26,5,10.8,0,0
25,up,142.00,126.70,15.75,144.2,66.6,11,10,-1.41,-16.4,10,-1.07,27,4,10.84,0,0
25,up,142.00,126.70,16.00,143.8,66.2,10,9,-1.37,-16.6,9,-1.04,28,4,10.92,0,0
25,up,142.00,126.70,16.25,143.5,65.8,11,9,-1.33,-16.7,9,-1.02,30,4,11.2,0,0
25,up,142.00,126.70,16.50,143.1,65.4,11,9,-1.30,-18.3,9,-0.99,29,4,11.64,0,0
25,up,142.00,126.70,16.75,142.7,65.0,11,9,-1.26,-19.1,9,-0.97,29,4,12.08,0,0
25,up,142.00,126.70,17.00,142.3,64.6,13,9,-1.23,-18.3,10,-0.94,29,4,12.44,0,0
25,up,142.00,126.70,17.25,141.9,64.2,13,9,-1.20,-16.5,10,-0.92,31,4,12.76,0,0
25,up,142.00,126.70,17.50,141.5,63.8,13,9,-1.17,-16.1,10,-0.90,29,4,13.0,0,0
25,up,142.00,126.70,17.75,141.1,63.4,13,9,-1.14,-17.1,10,-0.88,29,5,13.08,0,0
25,up,142.00,126.70,18.00,140.7,63.0,13,9,-1.11,-18.2,10,-0.86,29,5,13.16,0,0
25,up,142.00,126.70,18.25,140.3,62.6,13,9,-1.09,-19.6,10,-0.84,31,5,13.24,0,0
