band,lower_mhz,upper_mhz,minimum_swr,minimum_swr_frequency_mhz,maximum_swr,median_swr,return_loss_at_minimum_db,resistance_at_minimum_ohm,reactance_at_minimum_ohm,coverage_at_or_below_1_5_percent,coverage_at_or_below_2_0_percent,coverage_at_or_below_3_0_percent,longest_range_at_or_below_2_0,rating
80m,3.5,4.0,1.0900453702077104,3.60557,2.301208722048576,1.7718645319434267,27.313886516487873,49.821955173358745,4.300933034139791,36.76470588235294,59.55882352941176,100.0,3.5032-3.7956 MHz,usable full-band
40m,7.0,7.3,1.4421893698372363,7.198435,2.0818634569243417,1.5546112499806268,14.84342077102516,61.877242385907245,16.685192865031745,34.146341463414636,93.90243902439023,100.0,7.0193-7.2971 MHz,usable full-band
30m,10.1,10.15,1.597097627378534,10.100505,1.6299949385329038,1.612081410644739,12.768858600069086,32.43826239093696,-7.32465672445072,0.0,100.0,100.0,10.1005-10.1480 MHz,very good full-band
20m,14.0,14.35,1.1931235137961629,14.245275,1.701240236907722,1.2857457810980688,21.104558732675528,51.33239983870695,-8.85756737861661,80.20833333333334,100.0,100.0,14.0004-14.3476 MHz,very good full-band
17m,18.068,18.168,1.8291117564746138,18.068405,2.0692231482373113,1.9490516309937516,10.660740602468874,54.7578349897686,31.722732228424753,0.0,71.42857142857143,100.0,18.0684-18.1379 MHz,usable full-band
15m,21.0,21.45,1.5235041474669269,21.007025,1.9261472064368939,1.6781941324566598,13.66167792234914,33.07685808359077,-3.3331572231729174,0.0,100.0,100.0,21.0034-21.4493 MHz,very good full-band
12m,24.89,24.99,1.6333233409648371,24.89229,1.7468237584618638,1.6861549908568205,12.37757388951495,41.30214635645419,-20.772092920290277,0.0,100.0,100.0,24.8923-24.9873 MHz,very good full-band
10m,28.0,29.7,1.775407352760529,28.46688,4.234135826647817,2.370275980896995,11.075936392919745,77.1421136109633,-23.865179591758423,0.0,27.956989247311824,66.02150537634408,28.2366-28.7081 MHz,best in a subrange
