frequency_hz,s11_real,s11_imag,swr,return_loss_db,resistance_ohm,reactance_ohm
851000000,0.5598049078087857,-0.515903980251956,7.377813551971517,2.3691774385234012,45.70943353120941,-112.1704412028346
851009000,0.5606574286004768,-0.516035900165143,7.40303242587152,2.3610067651171205,45.651703889041194,-112.34903315077345
851018000,0.5599491023856414,-0.5166595543994539,7.3995653586084345,2.3621266981461195,45.54238006749839,-112.17539557252867
851027000,0.5594466492461071,-0.5160378347154276,7.371758667258804,2.371147641249997,45.69293804510517,-112.0889818721173
851036000,0.5599864596998138,-0.5154387093222937,7.371443236539039,2.371250369810514,45.80320031430664,-112.2253598952043
851045000,0.5599871290549688,-0.516353135134923,7.393227379467824,2.364176759652958,45.60677641042648,-112.19412430741029
851054000,0.5603117501454731,-0.5157253678206065,7.386659974257957,2.3663048111327907,45.73040931477087,-112.28546719593243
851063000,0.5605207547983138,-0.5150573408333938,7.3761802900495175,2.369708562102299,45.866983294905936,-112.35341379303019
851072000,0.5606241614495062,-0.5152415740222184,7.38323031666286,2.3674176638603583,45.82374608675292,-112.36935086217767
851081000,0.5598010445088524,-0.5157287288369694,7.373548461684208,2.3705649157422264,45.74720307874634,-112.17560313927193
851090000,0.5597367689786654,-0.5156704211834405,7.370507237505181,2.371555255984701,45.761922239865655,-112.16378587921287
851099000,0.5600409416197868,-0.5154478232423682,7.3730644848183,2.3707224616459857,45.79937832799405,-112.23676405012834
851108000,0.5607805462832466,-0.5157731351495172,7.39995095904548,2.3620020885537207,45.703928968328576,-112.38462930641069
851117000,0.560940623253674,-0.5162497828261138,7.4155214012109845,2.356981414233812,45.59586947807728,-112.40244365773901
851126000,0.5607596422708068,-0.5158095254021903,7.400277297857334,2.3618966401218526,45.696827040708065,-112.37886972306875
851135000,0.5600544363491976,-0.5159431680117185,7.385191910704268,2.366781038406058,45.692460779555816,-112.22268264223034
851144000,0.5611056940506306,-0.5173047057596721,7.4452337431465585,2.3474600429950594,45.36363241287096,-112.40076514276917
851153000,0.5606961697665562,-0.5164200316443561,7.413237138137832,2.3577166281412705,45.56783311876842,-112.34398611355363
851162000,0.5603237032606533,-0.5162848226651997,7.400319615173468,2.3618829670065637,45.609808161494676,-112.26871500187843
851171000,0.5614394098903588,-0.5160797535384194,7.424454716653016,2.3541105580265302,45.61494086990192,-112.51566198958545
851180000,0.5622450149674986,-0.5153836025831944,7.428811894532718,2.3527128642999946,45.736530750952056,-112.71382349553159
851189000,0.5605211192669796,-0.5163533091154904,7.407085044654718,2.359699040737591,45.58825503234603,-112.30872281326172
851198000,0.5597726413448327,-0.516611588892704,7.39384703585253,2.3639761697744137,45.55874746388541,-112.13922849030327
851207000,0.5602377168877862,-0.5164403220842917,7.40180713715169,2.3614024361169856,45.579412357584935,-112.24487501121843
851216000,0.5602890457807803,-0.5160883732946919,7.39472767377475,2.3636911560940486,45.65319005652483,-112.26806788194897
851225000,0.5607421179968611,-0.5164014818160885,7.413988622710112,2.3574747040578368,45.570213454410684,-112.35450032285337
851234000,0.560568677630632,-0.5155914396173814,7.390121580748428,2.3651826585953084,45.75035201543816,-112.34534118624804
851243000,0.5603657017630611,-0.5152292771879367,7.376257408930589,2.369683478275598,45.83527797133736,-112.31412379856123
851252000,0.5593888636712845,-0.515191050700558,7.3502142279341305,2.378184818347608,45.876739452389515,-112.1052875508109
851261000,0.5595930777533736,-0.5153236706035752,7.35859177352741,2.3754434267694604,45.84132227905823,-112.1446995891828
851270000,0.5594223017292294,-0.5155694414789024,7.3600215482051,2.37497619551936,45.79430433651239,-112.09967317338516
851279000,0.5590699163340235,-0.5159044475066992,7.358905700815666,2.3753408236803564,45.73433645962698,-112.01270175985357
851288000,0.559255440162673,-0.5164445157934224,7.376502986493827,2.3696036048330975,45.61227104756787,-112.0341293453414
851297000,0.559843700278038,-0.5154540975085178,7.368129415978738,2.37233014682561,45.80476365446677,-112.19414107607739
851306000,0.5605060017675675,-0.5158986355546749,7.395823050414779,2.363336739876802,45.68645692193582,-112.32124389780802
851315000,0.5615824413559695,-0.515962593562946,7.425378790086894,2.353813994548711,45.63512192743761,-112.55056868161124
851324000,0.5603750050848157,-0.5161331320427116,7.398025254384773,2.36262452601479,45.64060465546929,-112.28498243328873
851333000,0.5598750428692665,-0.5161510942895461,7.385507970325394,2.366678495074472,45.65398395730047,-112.17702539429052
851342000,0.5600224317515134,-0.5162102908874104,7.39073194464653,2.3649849073493696,45.63621092569946,-112.20662102810482
851351000,0.5593901376910186,-0.5156399686908167,7.360865490574661,2.3747004932268774,45.78024932270301,-112.09037515216434
851360000,0.5597154816295199,-0.5159382458163276,7.37632114612719,2.3696627474030745,45.70513543036365,-112.15007030523503
851369000,0.5591720827935627,-0.5160300819426772,7.36450909431724,2.3735109258840232,45.70393385225192,-112.03035674550274
851378000,0.5591562732745451,-0.516264830103205,7.36967596050034,2.3718260968439795,45.654148036061805,-112.01899786873577
851387000,0.5595178967850553,-0.5159262252478851,7.370942547146581,2.371413451270463,45.71445819640726,-112.10807149370572
851396000,0.5599128707829869,-0.5163273856946299,7.390690431153755,2.3649983562137273,45.61485806647119,-112.17908096257875
851405000,0.5592266736254006,-0.5164132620515209,7.37501793699784,2.3700866958872133,45.61994741031291,-112.02903171456559
851414000,0.5588556762951937,-0.5168013133913174,7.37469854054324,2.370190622410261,45.54950224872302,-111.93640176830115
851423000,0.5598621627101584,-0.5161355659724209,7.384805029494109,2.366906571477623,45.65775864845327,-112.17479438642253
851432000,0.5607947186146497,-0.5161072097355888,7.408307147215795,2.3593049710326115,45.631602297424934,-112.37606084468585
851441000,0.560196875988354,-0.5165167494139998,7.4025758280824,2.361154194365377,45.56443035248097,-112.23346590861638
851450000,0.5598892183943869,-0.5160458753848732,7.383367667057395,2.367373076262946,45.67608099584279,-112.1836797334756
851459000,0.560219826390617,-0.515751549953713,7.38490547051514,2.3668739796439016,45.72794487638951,-112.26480616139376
851468000,0.5599282212771476,-0.5157585166872861,7.377537170935508,2.369267298563304,45.73645474470401,-112.2019049604281
