frequency_hz,s11_raw_real,s11_raw_imag
6350000,0.249606096,0.18934981866666667
6350389,0.24949024533333333,0.18928229866666668
6350778,0.249403088,0.189125216
6351167,0.24919890133333333,0.18886169066666664
6351556,0.24904473066666666,0.18867267733333332
6351944,0.24891775466666666,0.18861008533333334
6352333,0.248791504,0.18850228800000002
6352722,0.248700528,0.18839003733333337
6353111,0.24847258133333333,0.18808590399999997
6353500,0.24833426666666664,0.188027024
6353889,0.2482586933333333,0.18800639999999996
6354278,0.24810882133333334,0.1878815093333333
6354667,0.24802739199999996,0.18775351466666668
6355056,0.24777741866666664,0.18742991466666664
6355444,0.24761452266666667,0.1873269493333333
6355833,0.2475626293333333,0.18727306666666665
6356222,0.24741926399999997,0.18714090666666666
6356611,0.24728799466666665,0.18697498133333335
6357000,0.24707771199999998,0.18675427733333333
6357389,0.24694020266666666,0.18667573333333332
6357778,0.24687180266666667,0.1866625173333333
6358167,0.2467603306666667,0.186519392
6358556,0.24656414933333332,0.186277744
6358944,0.24639818666666669,0.18607935999999997
6359333,0.246251616,0.18601564266666665
6359722,0.24615195733333334,0.1859156853333333
6360111,0.24606303466666668,0.18575412266666663
6360500,0.24580420799999997,0.18550794666666665
6360889,0.24565673066666666,0.18544339199999998
6361278,0.245563232,0.18539699199999998
6361667,0.245463648,0.18529014933333335
6362056,0.24534306666666666,0.18516573333333333
6362444,0.24509457599999998,0.184844336
6362833,0.24492741333333334,0.184740688
6363222,0.24485203733333333,0.18468757866666666
6363611,0.244726832,0.18456856
6364000,0.2446377813333333,0.184425232
6364389,0.244378064,0.18417961066666666
6364778,0.24422307733333332,0.18410762666666664
6365167,0.24417474666666666,0.1840812533333333
6365556,0.24404520533333332,0.18392541333333334
6365944,0.24386048,0.18371611733333332
6366333,0.24366062933333335,0.18351826666666665
6366722,0.2435291093333333,0.1834450453333333
6367111,0.24342151999999997,0.18334798933333332
6367500,0.24331035733333334,0.18322511466666663
6367889,0.24306626133333334,0.18296192533333333
6368278,0.24290705599999998,0.18287607466666667
6368667,0.2427818613333333,0.18284417066666664
6369056,0.24269530133333334,0.18271917866666665
6369445,0.24260201066666665,0.18257862399999997
6369833,0.242298048,0.18230340266666667
6370222,0.24215125333333332,0.18218899733333332
6370611,0.24207879466666665,0.18213992533333334
6371000,0.24197108266666667,0.18202858666666666
6371389,0.24183767466666664,0.1818826613333333
6371778,0.24156177599999998,0.1816260373333333
6372167,0.2414272693333333,0.18156247466666664
6372556,0.24136080533333332,0.1815256746666667
6372945,0.24126610133333332,0.18140204266666665
6373333,0.24103981866666668,0.18118860266666664
6373722,0.240860192,0.18100013333333334
6374111,0.24071661333333333,0.180918384
6374500,0.24060716266666665,0.18081569066666664
6374889,0.24051590933333333,0.180674912
6375278,0.24023328,0.18045266133333332
6375667,0.24007679466666665,0.180358864
6376056,0.23996017066666667,0.180314688
6376445,0.23987265066666666,0.1801972853333333
6376833,0.23975974933333336,0.18007082666666666
6377222,0.239457584,0.179799344
6377611,0.23932025066666665,0.17970798933333332
6378000,0.23925042133333332,0.17963140266666666
6378389,0.23917104,0.17953286400000001
6378778,0.23899685333333331,0.17937296000000003
6379167,0.23868701866666667,0.17914765866666665
6379556,0.238572128,0.17909687466666668
6379945,0.23850422933333332,0.17901531199999998
6380333,0.23841953600000002,0.17889521066666664
6380722,0.23822585066666668,0.17871371733333333
6381111,0.23798298666666665,0.17851617600000003
6381500,0.237846976,0.17844618666666667
6381889,0.2377912053333333,0.17836409599999997
6382278,0.23763801066666668,0.17819643733333335
6382667,0.237390736,0.17797444799999998
6383056,0.23723505066666667,0.17790253866666667
6383445,0.2371266933333333,0.17783220800000002
6383833,0.237017888,0.17773867733333332
6384222,0.23691501866666667,0.1775977493333333
6384611,0.23658424,0.1773468106666667
6385000,0.23644509333333333,0.17723971733333332
6385389,0.23636668266666666,0.17716849066666665
6385778,0.23625278933333332,0.17706515199999998
6386167,0.23613538133333334,0.17691283733333332
6386556,0.23581891733333332,0.17670994666666667
6386945,0.2356900053333333,0.1766371893333333
6387333,0.23562688,0.17658970133333332
6387722,0.23551489599999997,0.17645314133333334
6388111,0.2353489653333333,0.17629688533333332
6388500,0.23507534933333332,0.17607986666666667
6388889,0.234926816,0.17599465066666667
6389278,0.23489348266666665,0.17589762666666667
6389667,0.23473602133333332,0.17574530666666666
6390056,0.23446928,0.17557966399999997
6390445,0.234323168,0.17545833066666666
6390833,0.23420305599999997,0.1754111413333333
6391222,0.2341538933333333,0.17531288533333333
6391611,0.23395085333333335,0.17513587733333336
6392000,0.23366814399999997,0.17496327999999997
6392389,0.23355209066666666,0.1748833813333333
6392778,0.2334065173333333,0.17473503999999998
6393167,0.23337248533333332,0.17465418133333332
6393556,0.2331058133333333,0.17444186666666664
6393945,0.23285363733333334,0.1742675093333333
6394333,0.2327615573333333,0.17424137066666667
6394722,0.2326518933333333,0.1741588053333333
6395111,0.23260707733333333,0.17405481066666664
6395500,0.23233991999999998,0.17387748266666664
6395889,0.23209420799999997,0.17372726399999996
6396278,0.23197596266666665,0.17363022399999997
6396667,0.23192766933333334,0.17349791466666664
6397056,0.23176787199999999,0.1733453333333333
6397445,0.2314837866666667,0.17317595733333335
6397833,0.23132158400000002,0.17306317333333332
6398222,0.23119177066666666,0.17301979733333334
6398611,0.23116573333333335,0.17291772266666663
6399000,0.230934624,0.17275506666666665
6399389,0.23062197866666662,0.1725842773333333
6399778,0.23054856533333334,0.17250378666666666
6400167,0.23039513599999997,0.17237842666666664
6400556,0.230349392,0.172268208
6400945,0.230105872,0.1720805333333333
6401333,0.22983210133333334,0.17194315200000002
6401722,0.22973745066666665,0.171873328
6402111,0.229618656,0.17178661866666667
6402500,0.2295398293333333,0.17166212266666664
6402889,0.22929945066666663,0.17151692799999999
6403278,0.22904725866666667,0.17137392533333334
6403667,0.22892248533333331,0.17126974933333333
6404056,0.22883716266666665,0.17113698666666669
6404445,0.22870045333333333,0.17097837333333335
6404833,0.2284137493333333,0.17083495466666665
6405222,0.22823496,0.170707936
6405611,0.22810615999999997,0.170682272
6406000,0.22807840533333334,0.17059170666666668
6406389,0.22785224533333331,0.1704016533333333
6406778,0.22756705066666666,0.17026962133333334
6407167,0.227438336,0.17016621333333332
6407556,0.22730335999999998,0.17004319999999998
6407945,0.2272553386666667,0.16993287466666665
6408334,0.22696391999999999,0.16973825066666665
6408722,0.22668177066666664,0.16961776533333334
6409111,0.22662901866666665,0.16955823999999997
6409500,0.22648118399999997,0.1695000693333333
6409889,0.22647891199999998,0.16936358399999998
6410278,0.22618885333333333,0.169206064
6410667,0.22593016533333332,0.16907066133333332
6411056,0.22580251199999996,0.16896968
6411445,0.22573466133333334,0.16884014399999997
6411834,0.22560131733333333,0.1687084
6412222,0.22530807466666664,0.16855746666666663
6412611,0.22513193599999998,0.16843618666666665
6413000,0.2249947253333333,0.16839229333333333
6413389,0.22495071466666663,0.16826415466666667
6413778,0.224743664,0.168129712
6414167,0.22446137599999996,0.16800989866666663
6414556,0.22433225066666665,0.16791367999999998
6414945,0.22418134933333334,0.16778518399999998
6415334,0.22414015999999998,0.16765762666666664
6415722,0.22386819733333332,0.16748696533333332
6416111,0.22358202133333333,0.16738355733333332
6416500,0.22349528533333332,0.16731415466666666
6416889,0.22337871999999998,0.1672279893333333
6417278,0.22333737066666665,0.1670975733333333
6417667,0.22304438933333331,0.16696069333333333
6418056,0.22277174933333332,0.16682972266666665
6418445,0.222660784,0.16673164799999998
6418834,0.22257864,0.16659702933333334
6419222,0.22247904,0.16646550933333332
6419611,0.22215127466666665,0.16633872533333333
6420000,0.22196,0.16619854933333333
6420389,0.221838224,0.16615427733333332
6420778,0.22176570666666665,0.166008816
6421167,0.2215746293333333,0.16591378133333334
6421556,0.22129840533333334,0.16579677866666664
6421945,0.22114983466666666,0.16568705066666667
6422334,0.2210077173333333,0.16556423999999997
6422722,0.220952512,0.16540607466666665
6423111,0.2206764373333333,0.165272592
6423500,0.22039242666666664,0.1651750773333333
6423889,0.22028594666666668,0.16509383466666666
6424278,0.22016187199999998,0.165020224
6424667,0.22010522133333332,0.164873408
6425056,0.21982718933333334,0.16475713066666667
