"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact/Talk Group","Contact/Talk Group Call Type","Contact/Talk Group TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","RX Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Digital Duplex","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Idle TX","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana APRS Mute","Send Talker Alias DMR/NX","AnaAprsTxPath","ARC4","ex_emg_kind","Rpga_Mdc","DisturEn","DisturFreq","dmr_crc_ignore","compand","tx_talkalaes","dup_call","tx_int","BtRxState","idle_tx","nxdn_wn","NxdnRpga","nxdnSqCon","NxdnTxBusy","NxDnPttId","EnRan","DeRan","NxdnEncry","NxdnGroupId","NxdnIdNum","NxdnStateNum","txcc"
"179","BC 1 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","BC 1","Group Call","3027","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"180","Bridge 2 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Bridge 2","Group Call","3100","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"181","Bridge 2 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Bridge 2","Group Call","3100","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"182","Cactus 2 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Cactus 2","Group Call","3185","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"183","California 1 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","California 1","Group Call","3106","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"184","California 1 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","California 1","Group Call","3106","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"185","Cascades 1 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Cascades 1","Group Call","3191","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"186","Cascades 1 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Cascades 1","Group Call","3191","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"187","I-5 1 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","I-5 1","Group Call","3168","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"188","Idaho 1 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Idaho 1","Group Call","3116","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"189","Idaho 1 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Idaho 1","Group Call","3116","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"190","Local 1 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","3181","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"191","Local 1 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","3181","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"192","Metro 2 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Metro 2","Group Call","3166","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"193","Metro 2 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Metro 2","Group Call","3166","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"194","Mountain 2 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Mountain 2","Group Call","3177","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"195","N.America 2 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","N.America 2","Group Call","3163","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"196","N.America 2 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","N.America 2","Group Call","3163","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"197","Net 2 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Net 2","Group Call","31002","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"198","Net 2 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Net 2","Group Call","31002","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"199","Oregon 1 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","3141","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"200","Oregon 1 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","3141","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"201","PNW 1 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","3187","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"202","PNW 1 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","3187","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"203","PNW 2 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","103187","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"204","PNW 2 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","103187","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"205","PNW Rgnl 2 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","PNW Rgnl 2","Group Call","31771","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"206","PNW Rgnl 2 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","PNW Rgnl 2","Group Call","31771","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"207","Parrot 1 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Parrot 1","Group Call","9998","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"208","Parrot 1 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","Parrot 1","Group Call","9998","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","1","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"209","TAC 1 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","8951","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"210","TAC 1 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","8951","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"211","TAC 2 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","TAC 2","Group Call","8952","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"212","TAC 2 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","TAC 2","Group Call","8952","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"213","TAC 3 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","TAC 3","Group Call","8953","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"214","TAC 3 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","TAC 3","Group Call","8953","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"215","TAC 310 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","310","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"216","TAC 310 SHL","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","310","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","2","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"217","TAC 311 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","311","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"218","TAC 312 BVV","147.02000","147.62000","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","312","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 01","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
