"No.","Scan List Name","Scan Channel Member","Scan Channel Member RX Frequency","Scan Channel Member TX Frequency","Scan Mode","Priority Channel Select","Priority Channel 1","Priority Channel 1 RX Frequency","Priority Channel 1 TX Frequency","Priority Channel 2","Priority Channel 2 RX Frequency","Priority Channel 2 TX Frequency","Revert Channel","Look Back Time A[s]","Look Back Time B[s]","Dropout Delay Time[s]","Dwell Time[s]"
"1","Ham 2m","W7JCR Prt Twnsnd|W7PSE Olympia|NM7E Belfair|W7DK Tacoma|K7DNR Ashford|KC7IYE Redmond|K7NWS Tgr Mtn W|W7AAO Enumclaw|N7IG Port Orchrd|WB7DOB Crystl|KD7WDG Slvrdl|KB7CNN Alder|K7LWH Kirkland|WB7DVN Eldon|KC7Z Gold Mtn|W7AAO Edgewood|NC7G Seatac|AE7TH Vashon|W7EAT Eatonville|WA7FW FED Way|WA7DEM Lynnwood|WW7CH Ashford|KC7CKO Lacey|K7LED Tgr Mtn E|WW7MST Seattle|WA7DEM Grnt Flls|K7HW Unvrsty Plc|WW7PSR Seattle|W7DX Redmond|WA7FW FED Way2|WW7STR Cgr Mtn|WW7STR Tgr Mtn E|KC7RAS Cgr Mtn|KH6VM Everett|WB7DOB Baldi Mtn|W7MIR Mrcr Islnd|WA7LAW Everett|W7NEE Shelton|W7AVM Clinton|K7SYE Auburn|KF7NPL Mpl Vlly|W7DK Tacoma2|WB7DOB Thr Sstrs|N7RHE Kent|K6RFK Wdnvll|K6RFK Wdnvll2|NT7H Olympia|W7PIG Cmn Islnd|WA7COM Mrysvll","145.15000|145.15000|145.17000|145.21000|145.25000|145.31000|145.33000|145.37000|145.39000|145.41000|145.42500|145.45000|145.49000|146.45000|146.62000|146.64000|146.66000|146.68750|146.70000|146.76000|146.77500|146.78000|146.78750|146.82000|146.90000|146.92500|146.93750|146.96000|147.00000|147.04000|147.08000|147.08000|147.10000|147.12000|147.14000|147.16000|147.18000|147.20000|147.22000|147.24000|147.26000|147.28000|147.30000|147.32000|147.34000|147.35000|147.36000|147.36000|147.38000","144.55000|144.55000|144.57000|144.61000|144.65000|144.71000|144.73000|144.77000|144.79000|144.81000|144.82500|144.85000|144.89000|147.45000|146.02000|146.04000|146.06000|146.08750|146.10000|146.16000|146.17500|146.18000|146.18750|146.22000|146.30000|146.32500|146.33750|146.36000|146.40000|147.64000|147.68000|147.68000|147.70000|147.72000|147.74000|147.76000|147.78000|147.80000|147.82000|147.84000|147.86000|147.88000|147.90000|147.92000|147.94000|147.95000|147.96000|147.96000|147.98000","Off","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"2","Ham 70cm 01","W7AVM Coupeville|N7OEP Baldi Mtn|W7MIR Mrcr Isln2|WA7ACS Everett|N7ERP Cougar Mtn|W7AUX Shoreline|WA6PMX Bnbrdg|W7ACS Seattle|WW7MST Olympia|KJ7GWR Indianola|WA7FI Fox Island|W7ACS Lk FRST PK|W7DK Tacoma3|KJ7JNK Redmond|AA7MI Nordland|W7PIG Cmn Islnd2|K7LWH Kirkland2|K7BEL Bellevue|W7BUR Burien|KG7QPU Snohomish|K7PP Gold Mtn|K7SRG Gold Mtn|W7USJ Olympia|WB7DOB Renton|N7KN Greenbank|KC7IGT Renton|K7FDF Renton|AF7UX Monroe|WW7STR Cgr Mtn2|W6AV Port Orchrd|W7AW Seattle|KE7GFZ Cgr Mtn|KE7GFZ Carnation|WC7T Hystck Mtn|K7FDF Skyway|NE7MC Kenmore|KO6I Sequim|K7NWS Tgr Mtn W2|KG7OI Sammamish|WW7STR Rttlsnk|W7EAR Everett|WA6PMX Poulsbo|W7KWS Kingston|K7DKK Rvn Rst|W7ACS Bcn Hill|K7NP Unvrsty Plc|W7PSE Prt Twnsnd|KC7CKO Lacey2|WA7HJR Bothell|K7DNR Ashford2|K7TGU Tgr Mtn E|WB7DOB Baldi Mt2|W7EAT Eatonvill2|K6RFK Wdnvll3|W7ACS Seattle2|WA7FW FED Way3|WA7FW FED Way4|WA7DEM Clearview|W7ACS Cptl Hill|WA7ST Seatac|N7EHP Unvrsty|N7OEP Baldi Mtn2|W7ACS Seattle3|KE7GFZ Duvall|W7PLU Parkland|N9VW Bellevue|K7RSD Seattle|K7PP Cougar Mtn|W7ACS Seattle4|W7VMI Vshn Islnd|WW7MST Seattle2|W7ACS Seattle5|WW7MST Tacoma|WA7DES Des Mns|WA7DEM Mntlk|KG7CM Vshn Islnd|KG7QPU Snohomis2|W7FLY Lynnwood|N7QOR Longbranch|N7QOR Seattle|W7PFR Eatonville|K7SPG Seattle|W7BRC Olalla|K7HW Tacoma|WA7ROY Roy|WA7DEM Mrysvll|KC7LFW W Seattle|AF7DX Sequim|WA7DEM Drrngtn|K7OET Cougar Mtn|AJ7JA Seattle|WW7SEA Seattle|W7NPC Bnbrdg|N7KGJ Squak Mtn|W7ACS Seattle6|WA7LAW Everett2|K7LWH Bellevue|N7CRA Mt Vernon|WA7HRJ Tgr Mtn E|WB7DOB Thr Sstr2","430.77500|440.07500|440.15000|440.17500|440.25000|440.30000|440.45000|440.52500|440.55000|440.57500|440.57500|440.60000|440.62500|440.67500|440.72500|441.05000|441.07500|441.10000|441.12500|441.15000|441.20000|441.25000|441.27500|441.37500|441.42500|441.45000|441.47500|441.50000|441.55000|441.57500|441.80000|441.82500|441.85000|441.87500|441.97500|442.00000|442.05000|442.07500|442.12500|442.15000|442.17500|442.20000|442.22500|442.27500|442.30000|442.37500|442.42500|442.47500|442.55000|442.57500|442.60000|442.62500|442.72500|442.77500|442.87500|442.92500|442.95000|442.97500|443.02500|443.10000|443.15000|443.17500|443.20000|443.25000|443.30000|443.32500|443.37500|443.40000|443.47500|443.50000|443.55000|443.65000|443.67500|443.70000|443.72500|443.77500|443.90000|443.92500|443.95000|443.95000|443.97500|444.00000|444.10000|444.17500|444.17500|444.20000|444.22500|444.27500|444.30000|444.32500|444.37500|444.42500|444.47500|444.52500|444.55000|444.57500|444.60000|444.62500|444.65000|444.67500","439.77500|445.07500|445.15000|445.17500|445.25000|445.30000|445.45000|445.52500|445.55000|445.57500|445.57500|445.60000|445.62500|445.67500|445.72500|446.05000|446.07500|446.10000|446.12500|446.15000|446.20000|446.25000|446.27500|446.37500|446.42500|446.45000|446.47500|446.50000|446.55000|446.57500|446.80000|446.82500|446.85000|446.87500|446.97500|447.00000|447.05000|447.07500|447.12500|447.15000|447.17500|447.20000|447.22500|447.27500|447.30000|447.37500|447.42500|447.47500|447.55000|447.57500|447.60000|447.62500|447.72500|447.77500|447.87500|447.92500|447.95000|447.97500|448.02500|448.10000|448.15000|448.17500|448.20000|448.25000|448.30000|448.32500|448.37500|448.40000|448.47500|448.50000|448.55000|448.65000|448.67500|448.70000|448.72500|448.77500|448.90000|448.92500|448.95000|448.95000|448.97500|449.00000|449.10000|449.17500|449.17500|449.20000|449.22500|449.27500|449.30000|449.32500|449.37500|449.42500|449.47500|449.52500|449.55000|449.57500|449.60000|449.62500|449.65000|449.67500","Off","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"3","Ham 70cm 02","WW7SEA Seattle2|NW7DR Kingston|WA7PUY Puyallup|K7IDS Bellevue|W7USJ Gold Mtn|WW7MST Seattle3","444.70000|444.72500|444.75000|444.77500|444.80000|444.82500","449.70000|449.72500|449.75000|449.77500|449.80000|449.82500","Off","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"4","DMR Puget Sou 01","Audio Test 2 TBV|Cascades 1 TBV|I-5 1 TBV|Idaho 1 TBV|Inland 2 TBV|Local 1 TBV|Metro 2 TBV|Montana 2 TBV|Net 2 TBV|Oregon 1 TBV|PNW 1 TBV|PNW 2 TBV|PNW Rgnl 2 TBV|Parrot 1 TBV|TAC 1 TBV|TAC 2 TBV|TAC 3 TBV|TAC 312 TBV|USA 2 TBV|Washington 1 TBV|Washington 2 TBV|Audio Test 2 BVV|Audio Test 2 SHL|BC 1 BVV|BC 1 SHL|Bridge 2 BVV|Bridge 2 SHL|Cactus 2 BVV|California 1 BVV|California 1 SHL|Cascades 1 BVV|Cascades 1 SHL|I-5 1 BVV|Idaho 1 BVV|Idaho 1 SHL|Local 1 BVV|Local 1 SHL|Metro 2 BVV|Metro 2 SHL|Mountain 2 BVV|N.America 2 BVV|N.America 2 SHL|Net 2 BVV|Net 2 SHL|Oregon 1 BVV|Oregon 1 SHL|PNW 1 BVV|PNW 1 SHL|PNW 2 BVV|PNW 2 SHL|PNW Rgnl 2 BVV|PNW Rgnl 2 SHL|Parrot 1 BVV|Parrot 1 SHL|TAC 1 BVV|TAC 1 SHL|TAC 2 BVV|TAC 2 SHL|TAC 3 BVV|TAC 3 SHL|TAC 310 BVV|TAC 310 SHL|TAC 311 BVV|TAC 312 BVV|USA 2 BVV|USA 2 SHL|Washington 1 BVV|Washington 1 SHL|Washington 2 BVV|Washington 2 SHL|Audio Test 2 SHR|BC 1 SHR|Bridge 2 SHR|Cascades 1 SHR|I-5 1 SHR|Idaho 1 SHR|Local 1 SHR|Metro 2 SHR|Montana 2 SHR|N.America 2 SHR|Net 2 SHR|Oregon 1 SHR|PNW 1 SHR|PNW 2 SHR|PNW Rgnl 2 SHR|Parrot 1 SHR|TAC 1 SHR|TAC 2 SHR|TAC 3 SHR|USA 2 SHR|Utah 2 SHR|Washington 1 SHR|Washington 2 SHR|Audio Test 2 NBV|BC 1 NBV|Bridge 2 NBV|Cactus 2 TAR|California 1 NBV|Canada 2 NBV|Cascades 1 NBV","146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|146.43750|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|147.02000|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.12500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500","147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.43750|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|147.62000|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.12500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500","Off","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"5","DMR Puget Sou 02","I-5 1 NBV|Idaho 1 NBV|Local 1 NBV|Metro 2 NBV|Montana 2 NBV|Mountain 2 TAR|Net 2 NBV|Oregon 1 NBV|PNW 1 NBV|PNW 2 NBV|PNW Rgnl 2 NBV|Parrot 1 NBV|SNARS 1 TAR|TAC 1 NBV|TAC 2 NBV|TAC 3 NBV|TAC 310 NBV|TAC 311 NBV|TAC 312 NBV|USA 2 NBV|Utah 2 NBV|Washington 1 NBV|Washington 2 NBV|Audio Test 2 SCE|BEARS 1 SCE|BEARS 2 SCE|Baynet 2 SCE|King County SCE|Link 1 SCE|Link 2 SCE|Link 3 SCE|Link 4 SCE|Link 5 SCE|Link 6 SCE|Local 1 SCE|Local 2 SCE|PNW Rgnl 2 SCE|Parrot 1 SCE|Puget Sound SCE|Seattle 1 SCE|Seattle 2 SCE|TAC 313 SCE|Washington 1 SCE|Washington 2 SCE|Audio Test 2 SWE|BEARS 1 SWE|BEARS 2 SWE|Baynet 2 SWE|King County SWE|Link 1 SWE|Link 2 SWE|Link 3 SWE|Link 4 SWE|Link 5 SWE|Link 6 SWE|Local 1 SWE|Local 2 SWE|PNW Rgnl 2 SWE|Parrot 1 SWE|Puget Sound SWE|Seattle 1 SWE|Seattle 2 SWE|TAC 313 SWE|Washington 1 SWE|Washington 2 SWE|Audio Test 2 LFP|BEARS 1 LFP|BEARS 2 LFP|Baynet 2 LFP|King County LFP|Link 1 LFP|Link 2 LFP|Link 3 LFP|Link 4 LFP|Link 5 LFP|Link 6 LFP|Local 1 LFP|Local 2 LFP|PNW Rgnl 2 LFP|Parrot 1 LFP|Puget Sound LFP|Seattle 1 LFP|Seattle 2 LFP|TAC 313 LFP|Washington 1 LFP|Washington 2 LFP|Audio Test 2 BVC|BC 1 BVC|Bridge 2 BVC|California 1 BVC|Canada 2 BVC|Cascades 1 BVC|Hawaii 1 BVC|I-5 1 BVC|Idaho 1 BVC|Local 1 BVC|Metro 2 BVC|Michigan 1 BVC|Mountain 2 BVC|Net 2 BVC","440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.72500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.77500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|440.97500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.02500|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750","445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.72500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.77500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|445.97500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.02500|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750","Off","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"6","DMR Puget Sou 03","Oregon 1 BVC|PNW 1 BVC|PNW 2 BVC|PNW Rgnl 2 BVC|Parrot 1 BVC|SNARS 1 BVC|TAC 1 BVC|TAC 2 BVC|TAC 310 BVC|TAC 311 BVC|TAC 312 BVC|USA 2 BVC|Washington 1 BVC|Washington 2 BVC|Audio Test 2 SEM|BC 1 SEM|Bridge 2 SEM|Cascades 1 SEM|I-5 1 SEM|Idaho 1 SEM|Local 1 SEM|Metro 2 SEM|Mountain 2 SEM|N.America 2 SEM|Net 2 SEM|Oregon 1 SEM|PNW 1 SEM|PNW 2 SEM|PNW Rgnl 2 SEM|Parrot 1 SEM|TAC 1 SEM|TAC 2 SEM|TAC 3 SEM|USA 2 SEM|Washington 1 SEM|Washington 2 SEM|Audio Test 2 TBU|BC 1 TBU|Bridge 2 TBU|California 1 TBU|Cascades 1 TBU|Hawaii 1 TBU|I-5 1 TBU|Idaho 1 TBU|Local 1 TBU|Metro 2 TBU|Mountain 2 TBU|N.America 2 TBU|Net 2 TBU|Oregon 1 TBU|PNW 1 TBU|PNW 2 TBU|PNW Rgnl 2 TBU|Parrot 1 TBU|SNARS 1 TBU|TAC 1 TBU|TAC 2 TBU|TAC 310 TBU|TAC 311 TBU|TAC 312 TBU|USA 2 TBU|Washington 1 TBU|Washington 2 TBU|Audio Test 2 SEC|Cascades 1 SEC|Local 1 SEC|Metro 2 SEC|Montana 2 SEC|Oregon 1 SEC|PNW 1 SEC|PNW 2 SEC|PNW Rgnl 2 SEC|Parrot 1 SEC|RACOM ARC 2 SEC|TAC 1 SEC|TAC 2 SEC|TAC 3 SEC|USA 2 SEC|Utah 2 SEC|Washington 1 SEC|Washington 2 SEC|Audio Test 2 BWT|BEARS 1 BWT|BEARS 2 BWT|Baynet 2 BWT|King County BWT|Link 1 BWT|Link 2 BWT|Link 3 BWT|Link 4 BWT|Link 5 BWT|Link 6 BWT|Local 1 BWT|Local 2 BWT|PNW Rgnl 2 BWT|Parrot 1 BWT|Puget Sound BWT|Seattle 1 BWT|Seattle 2 BWT|TAC 313 BWT","441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.28750|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.32500|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|441.35000|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.02500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500|442.07500","446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.28750|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.32500|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|446.35000|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.02500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500|447.07500","Off","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"7","DMR Puget Sou 04","Washington 1 BWT|Washington 2 BWT|Audio Test 2 TLE|BC 1 TLE|California 1 TLE|Cascades 1 TLE|I-5 1 TLE|Idaho 1 TLE|Local 1 TLE|Metro 2 TLE|Montana 2 TLE|Net 2 TLE|Oregon 1 TLE|PNW 1 TLE|PNW 2 TLE|PNW Rgnl 2 TLE|Parrot 1 TLE|TAC 1 TLE|TAC 2 TLE|TAC 3 TLE|Washington 1 TLE|Washington 2 TLE|Audio Test 2 TLW|Cascades 1 TLW|Local 1 TLW|Metro 2 TLW|Montana 2 TLW|Oregon 1 TLW|PNW 1 TLW|PNW 2 TLW|PNW Rgnl 2 TLW|Parrot 1 TLW|RACOM ARC 2 TLW|TAC 1 TLW|TAC 2 TLW|TAC 3 TLW|USA 2 TLW|Utah 2 TLW|Washington 1 TLW|Washington 2 TLW|BC 1 SUL|I-5 1 SUL|Idaho 1 SUL|Local 1 SUL|Metro 2 SUL|Oregon 1 SUL|PNW 2 SUL|PNW Rgnl 2 SUL|Parrot 1 SUL|TAC 310 SUL|TAC 311 SUL|TAC 312 SUL|Washington 1 SUL|Washington 2 SUL","442.07500|442.07500|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|442.35000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.10000|444.40000|444.40000|444.40000|444.40000|444.40000|444.40000|444.40000|444.40000|444.40000|444.40000|444.40000|444.40000|444.40000|444.40000","447.07500|447.07500|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|447.35000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.10000|449.40000|449.40000|449.40000|449.40000|449.40000|449.40000|449.40000|449.40000|449.40000|449.40000|449.40000|449.40000|449.40000|449.40000","Off","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
"8","DMR Other 01","Audio Test 2 OCS|BC 1 OCS|Bridge 2 OCS|Cascades 1 OCS|Idaho 1 OCS|Local 1 OCS|Metro 2 OCS|Montana 2 OCS|N.America 2 OCS|Net 2 OCS|Oregon 1 OCS|PNW 1 OCS|PNW 2 OCS|PNW Rgnl 2 OCS|Parrot 1 OCS|TAC 1 OCS|TAC 2 OCS|TAC 3 OCS|TAC 310 OCS|USA 2 OCS|Utah 2 OCS|Washington 1 OCS|Washington 2 OCS|Audio Test 2 BEV|BC 1 BEV|Bridge 2 CHB|California 1 BEV|Canada 2 BEV|Cascades 1 BEV|I-5 1 BEV|Idaho 1 BEV|Local 1 BEV|Metro 2 BEV|Montana 2 BEV|Mountain 2 CHB|N.America 2 BEV|Net 2 BEV|Oregon 1 BEV|PNW 1 BEV|PNW 2 BEV|PNW Rgnl 2 BEV|Parrot 1 BEV|SoCal 2 CHB|TAC 1 BEV|TAC 2 BEV|TAC 3 BEV|TAC 310 BEV|TAC 311 BEV|TAC 312 BEV|USA 2 BEV|Washington 1 BEV|Washington 2 BEV|WW7STR Tgr Mtn 2|Audio Test 2 COM|BC 1 COM|Bridge 2 COM|Cascades 1 COM|Idaho 1 COM|Local 1 COM|Metro 2 COM|Montana 2 COM|Oregon 1 COM|PNW 1 COM|PNW 2 COM|PNW Rgnl 2 COM|Parrot 1 COM|TAC 1 COM|TAC 2 COM|TAC 3 COM|TAC 310 COM|TAC 311 COM|TAC 312 COM|USA 2 COM|Utah 2 COM|Washington 1 COM|Washington 2 COM|Audio Test 2 ARA|BC 1 ARA|Bridge 2 ARA|California 1 ARA|Cascades 1 ARA|I-5 1 ARA|Idaho 1 ARA|Local 1 ARA|Metro 2 ARA|Montana 2 ARA|N.America 2 ARA|Net 2 ARA|Oregon 1 ARA|PNW 1 ARA|PNW 2 ARA|PNW Rgnl 2 ARA|Parrot 1 ARA|TAC 1 ARA|TAC 2 ARA|TAC 3 ARA|TAC 310 ARA|TAC 311 ARA|TAC 312 ARA|USA 2 ARA","146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.50000|146.87500|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|146.90000|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250","147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.41250|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|147.50000|146.27500|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.30000|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250|146.41250","Off","Off","Off","","","Off","","","Selected","0.5","0.5","0.1","0.1"
