frequency_hz,frequency_mhz,swr,return_loss_db,resistance_ohm,reactance_ohm
13500000,13.5,1.6076361543175963,12.652067747056027,80.2885055153834,-2.1422534411402268
13500650,13.50065,1.6080212093880482,12.647847800790466,80.3124373771298,-2.088511366384736
13501300,13.5013,1.6098170732843733,12.62820977246167,80.40540249654198,-2.0534534343765825
13501950,13.50195,1.6093973352610629,12.632793274240438,80.38869822002472,-2.0008316682406724
13502600,13.5026,1.6093654506278932,12.633141610735114,80.38617216549343,-2.0122196783362862
13503250,13.50325,1.610003904121633,12.626170847924872,80.42041672787511,-1.9844979164384702
13503900,13.5039,1.6126421042270374,12.597461616149644,80.55082391690314,-2.0067753017885575
13504550,13.50455,1.612994480867503,12.59363856155116,80.57239027527419,-1.9579977945603413
13505200,13.5052,1.6125508738035546,12.59845184859534,80.55493169863519,-1.8967842340697934
13505850,13.50585,1.6117341876463034,12.607324433317885,80.51626162888681,-1.8672775255274543
13506500,13.5065,1.6128080116716068,12.595661291498965,80.57209057779022,-1.8401480317180576
13507150,13.50715,1.6139640300144842,12.583133579643238,80.63452188771863,-1.778202641419123
13507800,13.5078,1.6144271415680156,12.578123032218539,80.65884576451239,-1.7624042957915103
13508450,13.50845,1.6138199584689272,12.584693286250708,80.63267068006178,-1.7017532081931692
13509100,13.5091,1.61407750962847,12.581905376913522,80.64437262421822,-1.719105581977838
13509750,13.50975,1.6153069544682885,12.56861689907776,80.70649014367429,-1.7112331405357342
13510400,13.5104,1.6175636374502695,12.544310647658767,80.82159922315026,-1.6805034249144613
13511050,13.51105,1.6169737236218455,12.550653876389337,80.79528338457604,-1.6319849370339654
13511700,13.5117,1.6174302924420807,12.545743825395324,80.818778557371,-1.6222891433006301
13512350,13.51235,1.616898256271423,12.551465902884395,80.79506753337047,-1.57666324286826
13513000,13.513,1.6173021356308102,12.547121601495594,80.81845943724004,-1.5257234343307406
13513650,13.51365,1.6191666067731691,12.527111986723764,80.91399783894666,-1.4893382736946557
13514300,13.5143,1.6184776146604973,12.534497603836643,80.88347893780785,-1.421160029827012
13514950,13.51495,1.6187577257916117,12.53149373984916,80.89632251151382,-1.4417141401115312
13515600,13.5156,1.6194354905704196,12.524232456031397,80.93130043811078,-1.423370998123977
13516250,13.51625,1.6217476808580464,12.49953436996991,81.045784476319,-1.4453082390612433
13516900,13.5169,1.6223468068159212,12.493153225169063,81.07790475845009,-1.4078236579616714
13517550,13.51755,1.6221146261741055,12.495625222342712,81.07020690712777,-1.3360268608870707
13518200,13.5182,1.620904274897496,12.508530184882849,81.01167982322093,-1.2970039128155602
13518850,13.51885,1.6222013712290768,12.494701525446086,81.07756345698556,-1.2781048996018587
13519500,13.5195,1.6232595686387306,12.483446218218804,81.13329073185484,-1.222380342817574
13520150,13.52015,1.623760827810797,12.478122925507407,81.15995049278737,-1.189479271951953
