frequency_hz,s11_raw_real,s11_raw_imag
1800000,-0.356813792,-0.360768672
1803655,-0.364161568,-0.358429536
1807310,-0.371367104,-0.35590224
1810965,-0.37840848,-0.353299456
1814620,-0.385390176,-0.350635136
1818275,-0.392372576,-0.347857632
1821930,-0.399093408,-0.345119104
1825585,-0.4057296,-0.34222496
1829240,-0.412326176,-0.339351776
1832895,-0.41893296,-0.336140896
1836550,-0.425252768,-0.33326816
1840205,-0.43156448,-0.330128416
1843860,-0.437825024,-0.32689008
1847515,-0.443848032,-0.323419872
1851170,-0.449838176,-0.319988576
1854825,-0.455675648,-0.316610912
1858480,-0.461608672,-0.31312256
1862135,-0.467263424,-0.309601504
1865790,-0.472946688,-0.306163136
1869445,-0.478500064,-0.302607104
1873100,-0.483888864,-0.298853792
1876755,-0.489327104,-0.295257568
1880410,-0.49458032,-0.29137744
1884065,-0.49969552,-0.287370496
1887720,-0.504665792,-0.283584032
1891375,-0.509702336,-0.279854272
1895030,-0.514615712,-0.276003776
1898685,-0.51942848,-0.272159968
1902340,-0.524143392,-0.268226272
1905995,-0.52886176,-0.26427344
1909650,-0.533379616,-0.260308
1913305,-0.537783488,-0.256212416
1916960,-0.54203264,-0.25201384
1920615,-0.546272256,-0.247893024
1924270,-0.5505136,-0.243953952
1927925,-0.5546416,-0.23980464
1931580,-0.558731328,-0.235810928
1935235,-0.562664512,-0.231755024
1938890,-0.566654464,-0.22759304
1942545,-0.570531712,-0.223654064
1946200,-0.574210112,-0.219317232
1949855,-0.577784832,-0.21519032
1953510,-0.581124224,-0.210884432
1957165,-0.584641088,-0.206760464
1960820,-0.587997632,-0.202672752
1964475,-0.591508352,-0.198351408
1968130,-0.594901312,-0.194326544
1971785,-0.598088128,-0.190149232
1975440,-0.60124896,-0.186016336
1979095,-0.60442272,-0.181778512
1982750,-0.607365824,-0.177566752
1986405,-0.610029632,-0.173426512
1990060,-0.612852096,-0.169167376
1993715,-0.615776064,-0.1650588
1997370,-0.618531008,-0.160876816
2001025,-0.621232512,-0.156681264
2004680,-0.623973696,-0.152621984
2008335,-0.6265952,-0.148468464
2011990,-0.62913472,-0.144269152
2015645,-0.631595008,-0.140101584
2019300,-0.63391744,-0.13604352
2022955,-0.635999616,-0.131954808
2026610,-0.638285888,-0.127813456
2030265,-0.640577152,-0.123761848
2033920,-0.642781056,-0.119651568
2037575,-0.645035456,-0.115529688
2041230,-0.647081408,-0.111432296
2044885,-0.649132672,-0.107331576
2048540,-0.651154112,-0.103349312
2052195,-0.652964544,-0.0992886
2055850,-0.654594048,-0.095436032
2059505,-0.656379008,-0.091313768
2063160,-0.658185664,-0.087314168
2066815,-0.659973952,-0.083292448
2070470,-0.661642944,-0.07935872
2074125,-0.663396864,-0.075362728
2077780,-0.665005312,-0.07136592
2081435,-0.666507648,-0.0674526
2085090,-0.668050368,-0.06348628
2088745,-0.669448384,-0.059599928
2092400,-0.670665792,-0.055857984
2096055,-0.671953472,-0.05192572
2099710,-0.673305344,-0.048092936
2103365,-0.67467872,-0.044158536
2107020,-0.675992384,-0.040332528
2110675,-0.6771328,-0.036550488
2114330,-0.678309696,-0.032669716
2117985,-0.679472768,-0.028858978
2121640,-0.680553664,-0.025076516
2125295,-0.681394432,-0.021516726
2128950,-0.682383232,-0.017847202
2132605,-0.683324352,-0.014120078
2136260,-0.684311808,-0.010304344
2139915,-0.685208832,-0.006682678
2143570,-0.68624416,-0.002991873
2147225,-0.687022464,0.000701762
2150880,-0.687897664,0.004307498
2154535,-0.688870784,0.008021426
2158190,-0.689288256,0.011501588
2161845,-0.689922176,0.01488248
2165500,-0.690636416,0.018270094
2169155,-0.691027328,0.02170828
2172810,-0.691715968,0.025217048
2176465,-0.69230592,0.028821574
2180120,-0.693034816,0.03235339
2183775,-0.693571264,0.035787204
