rank,context_rank,family,family_label,measurement_context,measurement_context_label,configuration,configuration_label,service,service_label,start_hz,stop_hz,source,points,minimum_swr,minimum_swr_frequency_hz,median_swr,maximum_swr,coverage_at_or_below_2_percent,coverage_at_or_below_3_percent,coverage_status,resistance_at_minimum_ohm,reactance_at_minimum_ohm,return_loss_at_minimum_swr_db
4,1,taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,taurus-triband-vehicle,installed on vehicle,uat-978,UAT 978,976000000,980000000,averaged_zoom,1001,2.7616470592322946,976016000.0,3.6019215812632432,3.8678304190127477,0.0,10.78921078921079,gap,36.12978335389164,-42.86792450362732,6.589182835579134
6,1,taurus-triband-vehicle,Taurus triband vehicle antenna,vehicle_installed,Installed vehicle,taurus-triband-vehicle,installed on vehicle,ads-b-1090,ADS-B 1090,1088000000,1092000000,averaged_zoom,1001,2.125595771820683,1088004000.0,3.4749500486354625,5.180869918295491,0.0,34.065934065934066,partial only,34.801449506863996,-28.393272631381247,8.871007153437036
12,11,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,6m,6m amateur,50000000,54000000,broadband,140,69.92049147653408,50718750.0,78.5284393716459,84.06909351256499,0.0,0.0,gap,47.049604729612156,-399.75811948496516,0.2484674163106474
28,26,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,fm-broadcast,FM broadcast,88000000,108000000,averaged_zoom,2001,8.88044161460215,108000000.0,20.344536604497737,25.701525807886675,0.0,0.0,gap,36.29357752272237,-111.8135573456527,1.964516008738003
1,1,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,civil-air,Civil air,118000000,137000000,averaged_zoom,2001,1.5611232440756704,124555000.0,2.127626528376058,4.408667316438327,42.4287856071964,80.35982008995502,broad <=3:1,72.60527634678567,-14.87215176258585,13.18744436655518
13,9,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,2m,2m amateur,144000000,148000000,averaged_zoom,1001,4.2625373106726565,147872000.0,4.622004460132208,5.305415882333112,0.0,0.0,gap,162.22168020976173,-87.5260055514555,4.152794018750509
9,7,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,vhf-lmr,VHF LMR,150000000,174000000,averaged_zoom,2001,1.771945958017653,173676000.0,4.191756480085258,4.95020344797701,11.244377811094452,31.38430784607696,partial only,86.20974716420099,-11.766872038928826,11.10395722909993
9,6,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,marine-vhf,Marine VHF,156000000,162000000,averaged_zoom,1001,3.39763342234812,161982000.0,4.357289120759165,4.854126636203455,0.0,0.0,gap,69.50853753241267,-74.15986844535148,5.268724814325719
8,6,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,railroad,Railroad,159810000,161565000,averaged_zoom,1001,4.16428954785763,161561490.0,4.341751153094953,4.47131555458387,0.0,0.0,gap,83.03000752348119,-94.29207984638023,4.254687346110866
8,6,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,noaa-weather,NOAA weather,162400000,162550000,averaged_zoom,101,3.655195586836325,162547000.0,3.698834426988556,3.723073519720181,0.0,0.0,gap,70.36456052957637,-79.81959758001045,4.8768282980897055
10,8,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,1.25m,1.25m amateur,222000000,225000000,averaged_zoom,1001,4.422559581685041,223920000.0,5.041296204486235,5.555288891359128,0.0,0.0,gap,210.51765186794267,45.975040087803485,3.9970663066722967
12,10,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,military-air,Military air,225000000,400000000,averaged_zoom,10001,1.1468421789617724,399912500.0,7.066555266548013,11.051806140685098,8.7991200879912,15.73842615738426,isolated resonance,56.88009356297371,-2.4772044268404856,23.298985979684662
5,3,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,federal-uhf,Federal UHF,406100000,420000000,averaged_zoom,2001,1.3610818885990976,406113900.0,1.7002373880664317,2.1644811417623826,85.30734632683658,100.0,broad <=2:1,62.06961772384824,12.3130638622346,16.310106890087965
14,8,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,70cm,70cm amateur,420000000,450000000,averaged_zoom,3001,2.1598662988012953,420020000.0,3.7684770839065975,4.924431887610105,0.0,26.524491836054647,partial only,71.33629316023055,42.0283398949621,8.70521554600428
21,15,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,uhf-lmr,UHF LMR,450000000,470000000,averaged_zoom,2001,4.835089022043031,450340000.0,5.541976216285749,11.428493528455803,0.0,0.0,gap,143.91964508673817,114.31812568745036,3.6454407340944064
20,16,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,t-band,T-band,470000000,512000000,averaged_zoom,4001,5.802743257490665,494549000.0,7.064277202434207,8.056188742834241,0.0,0.0,gap,275.07372477858365,63.354243664493765,3.0238941915170714
14,13,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,700-public-safety-downlink,700 MHz public safety,769000000,775000000,averaged_zoom,1001,8.474556354446488,769198000.0,8.582943408467822,8.678829789184975,0.0,0.0,gap,422.8994821507583,18.58535694853135,2.0594692539639285
15,13,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,800-public-safety-downlink,800 MHz public safety,851000000,869000000,averaged_zoom,2001,10.125371311707593,854735000.0,10.541549844146619,10.850931246892511,0.0,0.0,gap,369.8797635179962,-223.10077903454217,1.721279392426365
28,26,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,33cm,33cm amateur,902000000,928000000,averaged_zoom,2001,7.258698970797249,910021000.0,11.30751460351271,14.441594116102404,0.0,0.0,gap,228.4333026051094,-172.62146239704066,2.4085514581940766
28,26,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,900-trunking-downlink,900 MHz trunking,935000000,941000000,averaged_zoom,1001,10.140167843636235,935990000.0,10.68649808282801,12.048277605650023,0.0,0.0,gap,225.29568758635045,-249.15771024876864,1.7187512661973972
29,27,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,uat-978,UAT 978,976000000,980000000,averaged_zoom,1001,8.58275715277723,978280000.0,10.282942709938489,11.29068027137399,0.0,0.0,gap,194.3412874880981,-210.3873306790288,2.033266699266679
34,31,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca,first mounting,ads-b-1090,ADS-B 1090,1088000000,1092000000,averaged_zoom,1001,10.112239690130377,1090728000.0,11.02395514209803,15.961750911503378,0.0,0.0,gap,131.35247913058208,-217.50721046238556,1.7235293108023628
10,9,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,6m,6m amateur,50000000,54000000,broadband,140,71.25361371358065,50776250.0,77.65198591372926,82.93615839809381,0.0,0.0,gap,43.517049850667526,-388.1676907018547,0.24381808924741008
23,22,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,fm-broadcast,FM broadcast,88000000,108000000,averaged_zoom,2001,4.155512388878643,107980000.0,12.774762621062703,16.24263622319374,0.0,0.0,gap,62.83025256499424,-85.80758029922856,4.264038904370075
11,11,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,civil-air,Civil air,118000000,137000000,averaged_zoom,2001,2.267391886374819,118066500.0,4.356834178082921,7.5803931897323755,0.0,26.136931534232883,partial only,103.02659852470447,-28.93997807230636,8.225806074952809
16,12,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,2m,2m amateur,144000000,148000000,averaged_zoom,1001,5.430358717308536,146256000.0,5.571261164550713,6.039289197010492,0.0,0.0,gap,98.0607993941813,-124.1460421028005,3.2359261819188214
12,9,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,vhf-lmr,VHF LMR,150000000,174000000,averaged_zoom,2001,2.208089406809953,172980000.0,5.037468398596988,6.39798799017164,0.0,32.083958020989506,partial only,99.51456208560805,-28.932909512410443,8.48294773997232
12,9,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,marine-vhf,Marine VHF,156000000,162000000,averaged_zoom,1001,5.03597979839742,162000000.0,5.735196200318729,6.151214265933405,0.0,0.0,gap,81.02457032999102,-110.18793416143754,3.4959758763801925
12,9,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,railroad,Railroad,159810000,161565000,averaged_zoom,1001,5.184760647029723,161543940.0,5.440498349341531,5.594850874047831,0.0,0.0,gap,83.91747058041953,-114.11278861001871,3.393045478297187
9,7,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,noaa-weather,NOAA weather,162400000,162550000,averaged_zoom,101,4.771614540475512,162490000.0,4.842518023093427,4.942048381565421,0.0,0.0,gap,76.56148848011453,-103.47315518408446,3.6954003497281622
7,6,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,1.25m,1.25m amateur,222000000,225000000,averaged_zoom,1001,3.6613624195941044,222846000.0,3.6771094503371953,3.7822176656624644,0.0,0.0,gap,182.46310166692177,-10.10601230929286,4.868177009786635
8,6,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,military-air,Military air,225000000,400000000,averaged_zoom,10001,1.4032117626049017,399912500.0,5.886627649340149,10.794720684591654,8.239176082391761,15.27847215278472,isolated resonance,65.36942573238763,-11.936257630513095,15.505176960362459
2,2,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,federal-uhf,Federal UHF,406100000,420000000,averaged_zoom,2001,1.3002601628693884,413070850.0,1.3697733798893519,1.7663286731822376,100.0,100.0,broad <=2:1,63.5830179975034,5.994536912972977,17.68558484630767
9,4,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,70cm,70cm amateur,420000000,450000000,averaged_zoom,3001,1.782523194992419,420020000.0,3.070170245216021,4.3802076544837485,7.064311896034655,46.45118293902033,partial only,64.25306155535661,30.007985171007665,11.01883147652636
15,10,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,uhf-lmr,UHF LMR,450000000,470000000,averaged_zoom,2001,4.060103162465852,450340000.0,4.796381355958044,8.574207961813693,0.0,0.0,gap,123.06959045190467,94.09162776640709,4.368466067471415
16,12,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,t-band,T-band,470000000,512000000,averaged_zoom,4001,4.83481252513476,486422000.0,5.856931165308145,6.551592707187127,0.0,0.0,gap,205.18345037395832,84.39707047035928,3.645655387405708
17,15,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,700-public-safety-downlink,700 MHz public safety,769000000,775000000,averaged_zoom,1001,9.055307623778349,773950000.0,9.15726073464477,9.307081528906453,0.0,0.0,gap,437.25114631413715,-81.84102405422878,1.926264625170332
13,12,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,800-public-safety-downlink,800 MHz public safety,851000000,869000000,averaged_zoom,2001,9.197707578255024,851225000.0,9.51056588441462,9.856925790452589,0.0,0.0,gap,369.0912169692849,-181.70789252892683,1.8962026368323335
26,24,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,33cm,33cm amateur,902000000,928000000,averaged_zoom,2001,7.05901418970473,910021000.0,10.692001874581575,13.416116190559391,0.0,0.0,gap,229.50446429306533,-165.70177152268982,2.477599017334441
27,25,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,900-trunking-downlink,900 MHz trunking,935000000,941000000,averaged_zoom,1001,10.019987096780435,935990000.0,10.685049804760888,11.3429542172397,0.0,0.0,gap,261.588771428807,-247.85571458619782,1.739503394519466
30,28,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,uat-978,UAT 978,976000000,980000000,averaged_zoom,1001,9.109554170865348,978280000.0,10.460313396306512,11.55289456040987,0.0,0.0,gap,204.06264052956297,-223.4378437054504,1.9147004907096197
36,32,diamond-rh77ca,Diamond RH77CA,handheld_bench,Handheld bench fixture,diamond-rh77ca:second-mounting,second mounting,ads-b-1090,ADS-B 1090,1088000000,1092000000,averaged_zoom,1001,10.955066606786414,1088416000.0,12.902617831884912,14.855548730904056,0.0,0.0,gap,129.1472910119033,-228.36654067832117,1.5901565994615317
23,21,diamond-srh320a,Diamond SRH320A,handheld_bench,Handheld bench fixture,diamond-srh320a,with BNC-to-SMA adapter,6m,6m amateur,50000000,54000000,broadband,140,177.65101153618554,50747500.0,196.50224775482224,209.75108124679966,0.0,0.0,gap,6.732105655318141,-239.27984135949018,0.09778701854244752
36,32,diamond-srh320a,Diamond SRH320A,handheld_bench,Handheld bench fixture,diamond-srh320a,with BNC-to-SMA adapter,fm-broadcast,FM broadcast,88000000,108000000,averaged_zoom,2001,67.40420351270835,107990000.0,78.40129705313056,81.1159001976875,0.0,0.0,gap,2.963407806860038,-86.49117640577386,0.25774437002776296
19,14,diamond-srh320a,Diamond SRH320A,handheld_bench,Handheld bench fixture,diamond-srh320a,with BNC-to-SMA adapter,civil-air,Civil air,118000000,137000000,averaged_zoom,2001,8.175329161036135,137000000.0,13.326556566391169,17.48988138279573,0.0,0.0,gap,9.813330705191934,-38.40673025948331,2.135596492928304
5,5,diamond-srh320a,Diamond SRH320A,handheld_bench,Handheld bench fixture,diamond-srh320a,with BNC-to-SMA adapter,2m,2m amateur,144000000,148000000,averaged_zoom,1001,2.0591948681156853,147996000.0,2.456325192461982,2.9824860481506343,0.0,100.0,broad <=3:1,28.268588354708207,-17.257246996187348,9.212625482930711
3,2,diamond-srh320a,Diamond SRH320A,handheld_bench,Handheld bench fixture,diamond-srh320a,with BNC-to-SMA adapter,vhf-lmr,VHF LMR,150000000,174000000,averaged_zoom,2001,1.0417726435590544,155652000.0,2.461405453256655,3.0945067235181387,43.22838580709645,76.21189405297352,partial only,50.16086489128395,-2.0432958128301215,33.78230840903569
2,2,diamond-srh320a,Diamond SRH320A,handheld_bench,Handheld bench fixture,diamond-srh320a,with BNC-to-SMA adapter,marine-vhf,Marine VHF,156000000,162000000,averaged_zoom,1001,1.0632035524735717,156006000.0,1.6386161705358877,2.4602389875554334,72.72727272727273,100.0,broad <=3:1,52.5920488887385,-1.777997737768144,30.276011752185525
3,2,diamond-srh320a,Diamond SRH320A,handheld_bench,Handheld bench fixture,diamond-srh320a,with BNC-to-SMA adapter,railroad,Railroad,159810000,161565000,averaged_zoom,1001,1.8491591157527985,159813510.0,2.0889384995837297,2.3425379674542706,32.06793206793207,100.0,broad <=3:1,86.8074078297669,-18.377226724940645,10.514552552809569
5,3,diamond-srh320a,Diamond SRH320A,handheld_bench,Handheld bench fixture,diamond-srh320a,with BNC-to-SMA adapter,noaa-weather,NOAA weather,162400000,162550000,averaged_zoom,101,2.556477891058252,162403000.0,2.577521480923095,2.661879497194948,0.0,100.0,broad <=3:1,81.90706788083672,-53.50573858523943,7.177543141977557
3,3,diamond-srh320a,Diamond SRH320A,handheld_bench,Handheld bench fixture,diamond-srh320a,with BNC-to-SMA adapter,1.25m,1.25m amateur,222000000,225000000,averaged_zoom,1001,1.3896916934118426,224994000.0,1.4422552822333217,1.4625024299728078,100.0,100.0,broad <=2:1,68.62795712413025,-5.288461199604648,15.752414508137223
